sample_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
0,4.9437418630063856,1.5738143963483591,4.465279024153948,5.9480892177779783,0.12108362970973983,2.5440752071544455,1.5790764210378798,0.14270646067720749,3.2712974065334226,2.1656274029778433,1.7228217878507439,3.5250686486844187,0.87989385571591461,3.4171484525679965,3.279293121109129,5.3851753951364785,3.1401749156887377,2.6349795734104591,4.6764524275052501,1.5655695307855695,1.5034193482144724,2.0110270246365207,5.7208455753683474,1.035676176835499,1.5427277713814391,1.2460793389475409,4.4980866294283421,6.0810221153931074,4.8344816350052451,0.50709923139122426,2.8897931672789929,1.6164237487409736,4.8823210144163109,3.668642909157108,5.970911613444871,2.752663291951877,2.0250002078982354,3.3451993952827266,1.6107503952808488,0.28613537988173698,3.1728601482035481,4.3745961241907407,0.57314552919321926,5.6996012478969993,0.19424282845513935,0.95527340526498816,6.1670739852499548,3.8981617865629801,1.8772054107569456,2.2702698394070424,3.0220161237674596,1.8714269030518353,1.7918848101996219,5.8068798433150954,3.9515109060051321,4.7440023453611291,4.485518055967062,4.5412210083439497,0.43879899484866491,3.058871432469509,0.55832926073579103,4.7728460788598577,2.662922393133099,3.7509525393445582
1,0.54296919107605612,1.7150647647943387,3.9194991722293739,1.3957160307853744,1.4165295989734079,2.7277845507759637,6.2034329888408717,1.325686693050538,5.3609060944042453,1.7851430475727661,5.2550393520805612,2.3041658033948487,5.8757048027990182,5.4029417320262727,3.0844841501218894,0.13872392712686818,2.275249454955667,4.6272199052791629,3.2633019467820232,2.657487951335296,0.18241920351958724,5.7129341399894615,0.70484511603886113,6.1585670579416449,4.3217551832782837,3.0619893145605124,4.623848509906618,3.6987188221825069,3.3203609269828998,2.8628990265608012,5.2043843649832224,5.4688345741016438,3.0881222888757698,6.0917397811476723,5.5844697841669504,0.86874244251943034,2.7429286889093163,2.160855554475408,0.74724338499540854,3.4447241425643607,4.7690993530268839,0.20358487151349189,0.63841773808968882,3.6877783965675213,4.3670516767360423,4.9751742126693275,5.3406240473621063,5.4995532869567425,3.8044098328286511,5.9914195463278537,6.2257872708078112,5.447966585482793,4.047070712664941,3.7991562425576459,5.7345957066856608,2.9342367878504252,0.49726234194960744,5.6820936251106575,5.1983712425984878,0.92558414289413027,5.0716011067157325,4.2026364604688968,0.87114871557214202,4.2243924176551717
2,5.2302857636459157,6.0121566422883168,3.9568264549411216,2.2350896444664818,2.0308783219077018,0.39783919025207676,1.7626860782044818,1.6146806825320841,0.54987617956119172,0.46256074334921776,0.63251418140240911,0.8211524494655007,3.9451255560853689,1.9602028377148011,5.9771365288019762,6.1125038637201072,1.2674737158383858,4.5623470896402178,4.2492266950927515,3.5636910426110981,4.5135762031588618,1.3203281314372834,4.6908431522444198,4.7057492195952539,5.6184352687413019,0.73439110524391582,4.110875444037978,0.16683373517836955,1.7954290729245326,3.8442854499606867,2.2977698153060535,1.7666275852404789,4.4687916747645771,5.4583678710660877,0.7695558040170547,5.5732129941918007,3.7409086342011242,4.9957206361860518,3.563649195532844,6.2114558610814106,6.0491355391002193,3.1811515593012407,4.9850151283287936,4.5210106942970674,2.5270198619359721,0.72886939190458755,5.2237185388649792,2.1431154187855332,5.1014603772090865,1.4866931395327638,5.8695109868075956,2.8783600458636833,5.3586749975068333,4.7110698495171688,2.3226764188111972,4.0488379199617963,3.7058225348034526,5.29836979064497,0.035852649205472625,1.1723562710570248,1.8668774817982459,2.1280459530558251,4.5613452737006277,6.249028026288598
3,5.6665318859747096,4.819382632833082,0.80935305526553569,1.7549947398073116,0.80658562164694336,5.584732598601704,5.0629572300708814,2.5182813699361244,3.3135241013591483,1.8672064946045663,5.765870592053453,5.1068787364462604,3.253630495037962,3.7709408197609191,5.2390652586970052,3.0028951015169167,2.0681939994918572,3.7212146022783701,5.1908029736381707,2.9344306759933136,1.6748684217373204,5.0736709012762349,0.80376081895860241,2.3104817640279771,0.1228606658662267,0.779229551025996,1.0164388103632591,2.7321906050945208,4.3459586019368963,0.5400623665635732,6.2023785577265009,3.8886864504513565,2.3321678962079693,1.487065886168647,0.99863288452856247,0.2316814602104216,0.62480276239776256,4.2973464244038464,5.9823803974619905,4.9455234612134129,1.4815018319376991,2.2871408103237112,2.2807872332526546,5.8693859439740717,6.2760558280160019,1.2628346876418912,3.473316436363163,4.3817827695281553,4.3486807416696429,0.54107917278694428,2.2515469913760544,1.7990779156659691,0.59263030078525614,5.9288550397802355,2.9668608292021226,3.2657643036488242,0.95551919332000035,2.4343214615920141,0.62163845045709498,1.0385444800619719,3.6689862090045677,2.974784901400704,4.0803686041170248,3.4208515883155086
4,1.9858642441825571,5.8551615106615156,6.2197741319737974,4.8828962639757796,1.4148405250039788,4.9697019472181267,0.27623357939809656,2.4148672131634279,4.2092297205677172,1.8918012870642775,2.0201794641584945,0.71454816667999199,4.3413125912414534,2.0746429615545217,5.018796790318599,4.9183211286663155,0.045098871353887744,4.7242720019703963,2.5113177087029168,2.6419368704992432,1.2924810005540448,4.3998981622084443,4.8775947403005011,0.88784876302085092,1.0686916764152763,4.7034459989539368,4.8475731677888634,5.7401940907218636,3.5163687066330387,0.78795003021508636,4.7534240979865219,1.9575502163687724,4.5564148699489015,2.3264596863034277,0.027881250575030676,0.59768063078383593,4.683580568970255,3.7876481169417109,5.124955227604314,1.2592360818371815,5.229383851708298,0.34905217386861981,0.81362981373036458,2.3406382902392795,6.036198961196094,3.6054487906428636,3.71207617837393,3.2914818075979722,0.59167820393679582,1.7429898371485908,5.7510209858016381,3.5757975604596446,0.65431863111824906,2.6034636052891567,3.8551945451077243,0.46667064022025029,2.3081709872232641,1.1752796532199394,3.2020998519011998,2.6896506987322719,4.871926904747518,0.095793105880060875,3.2795379884744418,0.3527542650339251
5,0.32021408818500036,4.3799244893537947,0.7163230388714461,0.39862951520862261,2.2375424848629359,3.3364205630659987,1.2477566430345153,4.0009398467766424,1.8421538488673195,3.3160819321386863,1.4728736067982195,3.0781586487614176,3.6497717856568741,1.1834037016336916,1.9735084757476493,4.5286366296982363,2.4840673502605473,3.7079137024655937,3.64075200952787,5.8915720207632756,4.6521282498624945,1.521953979246452,3.2642623523147907,0.7155642454405734,1.3063864208597733,3.9810653812586421,0.88023235423594459,0.74402327071985053,6.050073151166715,3.7130521029689949,6.1080842191844598,5.0412418312458156,5.5294432443848702,0.58043356698344506,0.9847914484897583,6.1574454742365035,0.80488269133249168,2.0110959602550529,5.7106260906932356,2.9830086372544375,1.2626096268070832,5.0951857415010213,3.2780972485652407,3.5076272416377399,1.9303897174977602,2.3259387732786143,3.570568441141567,4.5781321632588226,4.1140018371246239,1.9553731853014005,4.7394052971529748,5.7253362685887685,6.2745698961835821,5.6129391068896615,4.898535969311717,4.3572717606872438,2.2549964586835456,4.0959633664722608,0.0020594548803029231,5.7117429514804696,3.512461844583763,0.24525039208069191,2.1939699213121013,3.3632064292563468
6,5.4168130572779036,2.5742678905493492,6.0038359946165478,3.0970513738574899,5.2859025756128304,0.10245554865405322,4.6875184351522829,1.0617235477121245,1.6017794370331249,4.9076211844620437,6.1048599428833388,2.5445562569619691,1.2481879410619359,6.0036983529118588,5.2303209491624312,1.6176458586779849,3.8219610057228821,1.6145452147661348,5.659853079204523,3.3476382255870649,3.0606597878508297,4.9657391503187984,3.7498143243992228,5.5168137015394247,3.6531515599857234,1.5671603455899139,0.49114184722224535,0.64596588447439529,2.2601306557112149,2.5208954129417864,5.4754239907534723,3.749983175598123,4.6551330964675817,0.31678460030718181,2.6905958591730652,2.6671301269264176,1.8685031743858842,5.8079579681694744,2.4797327760493202,3.6246435360609404,4.305016323897882,4.1967909180168057,3.442983822835465,5.5328944202948334,2.9102114244931014,3.8402734441141635,3.693604164004797,5.0322819309337739,0.19082380403355681,1.9907059525110746,4.1793863617545624,2.915645689975654,4.1549294567095538,3.4517088887225369,3.1662971971291145,3.6954519592623241,6.1383190630825304,3.4590513553202809,3.5846747789552782,5.6755511387242992,0.32901885051206786,3.0271853725690181,5.3525309052024541,0.57166861323585594
7,3.7644856578090762,4.9558779341230625,0.70237852726502492,3.1201343262924324,0.13929713387693313,5.4695441765382551,1.2156886719323365,3.1780785494382968,0.40067164696978025,3.8226555698036209,3.1684054897910734,3.6346919445561676,1.3959069133082826,2.9303252734168135,1.7354306255186922,6.1215486479063932,5.8082621270292272,0.53887521122870385,4.0915510767040653,5.5047595474682858,0.86575816762161839,1.5515662602661473,2.8728114836830163,3.8888762176814904,1.6553560849974103,1.348846076618391,0.2833208155457112,5.222725641456524,5.5162942124452874,3.9504014080086973,1.9154574442192247,3.9231144040502697,1.4079536125273995,1.9998789731076543,0.57539016320725012,4.3041349732607017,5.0542806449157389,0.17772159570300697,0.98111085719383651,2.8513092412335173,5.0689260951561703,0.45130653120242992,5.1419416594870473,1.5059261924415135,4.9066601565780621,1.2671417335779067,0.13938657222774345,3.2720195811726378,3.1417506912191673,0.06487283939227749,4.1612189476601316,0.83293550730996391,1.5780062266561239,4.4909063004791641,1.9712033669860634,3.5065630655241389,1.4275303917324729,1.4618867551320909,5.5778189261963789,2.9374372401340629,5.214524775611924,3.2008467265832006,2.2981260119321392,4.7116354371273905
8,2.39090715388439,3.4081347177923274,1.4118449538605158,1.4826994457370302,3.0566177950813405,0.14951204299310747,0.74433041858022631,2.8838288735550228,4.1251535727466102,4.0263918227228315,3.7052699582714865,4.005852297273953,1.4254539756954003,6.2435262472218742,0.37712797591178993,0.027039476104715292,3.1211539441833138,1.1314538742610865,1.2581270668316069,2.0707157000757697,3.8833618030786781,1.2453527642019033,0.59107859912556215,1.3770129842109606,4.3298532990482377,3.2359168462396308,5.2107781241404023,3.3401481952490197,3.6244088527835752,5.9480205820290104,1.5037593503579054,5.0590262942862623,5.204113161830179,2.1913711782192915,1.1314821394981045,3.879808723143344,3.9271319053449503,3.5181352344689705,5.5957363814047287,6.1060328721484805,0.24024263252880435,2.7607594885271523,5.2569495533002177,1.265302815368144,1.8453409392842739,2.6727991026358375,2.7334434025865395,0.76097411347504462,5.4637601165620557,3.423431801742737,5.0176287989238082,3.1746675525603183,5.1068020134043923,1.423633775276778,3.047668524567217,5.0121708389967026,0.89152073278017574,1.6411063373474304,1.2271622813631009,4.999971478148491,2.5050481912833944,0.15436027891856316,5.3752021497262117,4.0874403948238269
9,5.1059763003584102,4.7391372766101263,4.8544590306414106,0.5220189218980652,3.5025928589888315,5.9011533485894958,5.3917859583810586,2.5960374148843091,3.63848947117605,0.62924478202992751,1.0444061406042882,4.9844033899075377,5.2196396674618191,4.9822263995354703,4.8826354543943618,4.1995177511752821,4.913558557641819,1.6918452990771509,3.8614466280805999,3.1653488701184544,6.1986629129279853,1.1024102319464479,1.2465319630532905,1.7663540527604893,0.62024173062460031,1.7382814805147362,5.5098643262724263,5.3474335324379387,2.3601279764560825,2.6311170443943523,5.1864549060667464,3.5463855475549155,0.93448086608410663,2.6969313860406099,3.1318742174688485,2.7830327409113105,0.96400503834645734,2.5048265919775083,6.0064816524621643,2.9003526022466439,1.9820008125959008,2.9077525392730377,0.99465241066889309,1.4326758293443596,5.2693911954747845,2.8706196634017722,1.9709661197577601,5.2955494860643002,4.1996526783757746,1.892958869034248,6.0557110440243207,5.965537615690188,6.0588523208183744,5.8415618833492502,0.032863262503331998,1.8365000649698591,4.5342024259137519,0.072436917855806526,5.7977514318580408,3.8613455963927681,3.1136947919660831,5.3348544494825312,2.6774043365757834,4.7342200092501887
