64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 0.62167351383898684
u1 1 1.9534465350580321
u1 2 2.2987539279502744
u1 3 -1.1331204032607367
u1 4 -2.7165658739315885
u1 5 0.96897501448828649
u1 6 -1.4085350464575512
u1 7 -3.0686277343443691
u1 8 2.2097652388937359
u1 9 2.2735674976846454
u1 10 -2.4454630098010703
u1 11 1.4034910412884489
u1 12 -1.6597181456201806
u1 13 2.042943906752777
u1 14 0.69537098953613885
u1 15 1.1194415221849923
u1 16 -2.1831951038378739
u1 17 -0.15460016862203219
u1 18 -2.6863724049317401
u1 19 0.36457871093722094
u1 20 0.007179057025274993
u1 21 1.4434725295651152
u1 22 -1.2766205844877216
u1 23 1.2177339903782851
u1 24 -0.2173656484573403
u1 25 -0.34224226984964456
u1 26 2.5289256562588101
u1 27 -3.1197499887475004
u1 28 -0.19999464148973534
u1 29 -0.22044326290513183
u1 30 0.57793816937345177
u1 31 0.40719525608641494
u1 32 1.1581191535873643
u1 33 1.5228917357127303
u1 34 -0.88255671659156665
u1 35 -0.23180522796978575
u1 36 1.8089962720788537
u1 37 0.32307744520434589
u1 38 -0.77031244564610191
u1 39 1.4485818676285929
u1 40 -1.6371542845756242
u1 41 2.5780767574875361
u1 42 -1.3865224828464422
u1 43 1.9172518747213623
u1 44 1.5648257652162201
u1 45 1.9393075614247826
u1 46 -2.8379092186855126
u1 47 -0.52653511026105271
u1 48 -1.7344724415048489
u1 49 0.19549416695365318
u1 50 2.5305359426400695
u1 51 0.18340145575051814
u1 52 2.475339578961945
u1 53 1.5034793179261596
u1 54 -0.016317437928020873
u1 55 -2.5652815185946563
u1 56 -3.0749520328420292
u1 57 0.4900435677493622
u1 58 1.8570320013740611
u1 59 -2.6547742225165241
u1 60 0.71383342427155583
u1 61 1.6678471533525601
u1 62 -0.93293216992624473
u1 63 -2.0419174848490798
cx 0 1
u1 1 -2.5747735104832508
cx 0 1
cx 1 2
u1 2 -2.437218684466858
cx 1 2
cx 2 3
u1 3 2.4357982646360146
cx 2 3
cx 3 4
u1 4 1.7003126942581159
cx 3 4
cx 4 5
u1 5 -2.459737038056991
cx 4 5
cx 5 6
u1 6 -2.966094887014858
cx 5 6
cx 6 7
u1 7 2.3077482521341235
cx 6 7
cx 7 8
u1 8 0.66420389255761503
cx 7 8
cx 8 9
u1 9 -2.9419528212110881
cx 8 9
cx 9 10
u1 10 -0.071294989340627168
cx 9 10
cx 10 11
u1 11 -2.092106512088499
cx 10 11
cx 11 12
u1 12 0.88515366555833541
cx 11 12
cx 12 13
u1 13 0.36146016505129097
cx 12 13
cx 13 14
u1 14 -0.73610725358549622
cx 13 14
cx 14 15
u1 15 2.5163632815167496
cx 14 15
cx 15 16
u1 16 0.46028056406948981
cx 15 16
cx 16 17
u1 17 3.059896264209041
cx 16 17
cx 17 18
u1 18 0.67939183103460543
cx 17 18
cx 18 19
u1 19 1.0035508058937181
cx 18 19
cx 19 20
u1 20 -0.17860056327746415
cx 19 20
cx 20 21
u1 21 -0.39378955223290113
cx 20 21
cx 21 22
u1 22 0.77340727108428187
cx 21 22
cx 22 23
u1 23 -2.3229993964287696
cx 22 23
cx 23 24
u1 24 1.7783980396583532
cx 23 24
cx 24 25
u1 25 -2.4041242750504139
cx 24 25
cx 25 26
u1 26 2.4263843445650117
cx 25 26
cx 26 27
u1 27 2.7810110295458319
cx 26 27
cx 27 28
u1 28 1.5639884689426662
cx 27 28
cx 28 29
u1 29 0.29640474538952666
cx 28 29
cx 29 30
u1 30 -0.80950073412281887
cx 29 30
cx 30 31
u1 31 1.184270313112449
cx 30 31
cx 31 32
u1 32 -2.6546916513953907
cx 31 32
cx 32 33
u1 33 2.0526139002289145
cx 32 33
cx 33 34
u1 34 2.5393159294977603
cx 33 34
cx 34 35
u1 35 0.42099287397829271
cx 34 35
cx 35 36
u1 36 -0.35352474839949655
cx 35 36
cx 36 37
u1 37 3.0040995757995734
cx 36 37
cx 37 38
u1 38 0.11900772836489759
cx 37 38
cx 38 39
u1 39 0.74282794252444628
cx 38 39
cx 39 40
u1 40 0.56450567074335978
cx 39 40
cx 40 41
u1 41 1.9129670980872233
cx 40 41
cx 41 42
u1 42 -0.36802662626840987
cx 41 42
cx 42 43
u1 43 0.38673517459832407
cx 42 43
cx 43 44
u1 44 -0.11732853735786364
cx 43 44
cx 44 45
u1 45 0.82982862670902002
cx 44 45
cx 45 46
u1 46 0.13694333241880452
cx 45 46
cx 46 47
u1 47 0.84713722189153362
cx 46 47
cx 47 48
u1 48 3.1335506348737177
cx 47 48
cx 48 49
u1 49 -3.1321103744650216
cx 48 49
cx 49 50
u1 50 -1.3946179125772336
cx 49 50
cx 50 51
u1 51 1.9219633518399917
cx 50 51
cx 51 52
u1 52 1.915273693154365
cx 51 52
cx 52 53
u1 53 -2.5581476705018922
cx 52 53
cx 53 54
u1 54 -2.0472859623079884
cx 53 54
cx 54 55
u1 55 -1.8038083868209256
cx 54 55
cx 55 56
u1 56 0.67131369512416672
cx 55 56
cx 56 57
u1 57 -2.1154243228265539
cx 56 57
cx 57 58
u1 58 -2.2639054702973951
cx 57 58
cx 58 59
u1 59 -1.5780527720584479
cx 58 59
cx 59 60
u1 60 -1.6473607563893342
cx 59 60
cx 60 61
u1 61 0.76593247113353702
cx 60 61
cx 61 62
u1 62 1.5302781358694877
cx 61 62
cx 62 63
u1 63 2.6810419089531567
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
