64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 0.36743006953192925
u1 1 2.2795089214467268
u1 2 -2.7741950915398874
u1 3 -2.1303859076043974
u1 4 2.5875137905884782
u1 5 -1.4319318270522237
u1 6 -2.6056856832795665
u1 7 -1.7388638022071454
u1 8 1.8758646280685891
u1 9 -0.54765223182713152
u1 10 0.59471535261550112
u1 11 0.66214434317073234
u1 12 0.63965216387149137
u1 13 -2.6850109820269497
u1 14 -2.8041779687606461
u1 15 -0.93370853294032585
u1 16 0.093033218509885884
u1 17 -2.1046004500597117
u1 18 1.9529158695749196
u1 19 2.1527346794273474
u1 20 -0.42187669532085526
u1 21 -1.505443032035739
u1 22 -1.6865016701356925
u1 23 -0.29565482762929607
u1 24 -0.94807218993232567
u1 25 0.63154801283320516
u1 26 0.69897307672104247
u1 27 -0.68165604934248769
u1 28 -2.6362258567444128
u1 29 0.5617015976477242
u1 30 -2.5559234457645283
u1 31 0.68225293525559749
u1 32 -0.6518122889348188
u1 33 -2.6843664457073606
u1 34 0.68030988861949204
u1 35 1.9732199848435039
u1 36 -0.96602458503554711
u1 37 0.8848974433179686
u1 38 0.74522435746734406
u1 39 1.946201403910889
u1 40 -2.1701379001700865
u1 41 -1.7679025934646564
u1 42 0.48096856907429064
u1 43 -0.43474060813585336
u1 44 -0.88245834887726282
u1 45 -0.98283453642383556
u1 46 1.3731896934275367
u1 47 -1.2133599579300158
u1 48 -2.5710544136402995
u1 49 -1.0545600045169032
u1 50 -0.82517558311122929
u1 51 -2.8744439923639677
u1 52 -2.2751323581627458
u1 53 -0.12364716887229132
u1 54 -0.19263272179481561
u1 55 -2.2714781031021722
u1 56 1.9284911696919904
u1 57 -0.44869740306843475
u1 58 -0.75658359307451661
u1 59 -0.73844146747447414
u1 60 2.3440099808438681
u1 61 -3.0709206387800076
u1 62 1.2332311906826856
u1 63 -0.51321124144168007
cx 0 1
u1 1 -0.62155654434467866
cx 0 1
cx 1 2
u1 2 2.0066522931315163
cx 1 2
cx 2 3
u1 3 -2.9929307658149646
cx 2 3
cx 3 4
u1 4 -1.6258736506179474
cx 3 4
cx 4 5
u1 5 2.6433737084712359
cx 4 5
cx 5 6
u1 6 0.22273008955853868
cx 5 6
cx 6 7
u1 7 1.0762272655194245
cx 6 7
cx 7 8
u1 8 -0.77381844991451221
cx 7 8
cx 8 9
u1 9 -2.4154725143588855
cx 8 9
cx 9 10
u1 10 0.033722917834270838
cx 9 10
cx 10 11
u1 11 0.24838322983584415
cx 10 11
cx 11 12
u1 12 2.1942523803911298
cx 11 12
cx 12 13
u1 13 -1.3136331974196709
cx 12 13
cx 13 14
u1 14 2.2015322313453867
cx 13 14
cx 14 15
u1 15 -0.23050600552314737
cx 14 15
cx 15 16
u1 16 1.5694748873409932
cx 15 16
cx 16 17
u1 17 2.763420602161867
cx 16 17
cx 17 18
u1 18 -0.43988620273503209
cx 17 18
cx 18 19
u1 19 -0.81539527697432934
cx 18 19
cx 19 20
u1 20 2.9674259523542026
cx 19 20
cx 20 21
u1 21 -2.074434317604279
cx 20 21
cx 21 22
u1 22 -2.3654992335157843
cx 21 22
cx 22 23
u1 23 3.0383742575018386
cx 22 23
cx 23 24
u1 24 2.6094240270301423
cx 23 24
cx 24 25
u1 25 0.029896617662226177
cx 24 25
cx 25 26
u1 26 -2.0948830830355014
cx 25 26
cx 26 27
u1 27 0.89169011715693625
cx 26 27
cx 27 28
u1 28 -1.7212830078082551
cx 27 28
cx 28 29
u1 29 0.87244667959785538
cx 28 29
cx 29 30
u1 30 -2.6308932520734967
cx 29 30
cx 30 31
u1 31 1.6981581499973473
cx 30 31
cx 31 32
u1 32 1.9593904448575521
cx 31 32
cx 32 33
u1 33 2.1417461894788632
cx 32 33
cx 33 34
u1 34 2.0937910686794936
cx 33 34
cx 34 35
u1 35 -0.80672974033126366
cx 34 35
cx 35 36
u1 36 -2.4307290609611911
cx 35 36
cx 36 37
u1 37 2.4471109336407677
cx 36 37
cx 37 38
u1 38 -3.097081245159707
cx 37 38
cx 38 39
u1 39 2.6402554480340577
cx 38 39
cx 39 40
u1 40 -1.3981836674207182
cx 39 40
cx 40 41
u1 41 0.82878188770467531
cx 40 41
cx 41 42
u1 42 0.48611344652146826
cx 41 42
cx 42 43
u1 43 -1.9801522964721023
cx 42 43
cx 43 44
u1 44 -2.124573352628973
cx 43 44
cx 44 45
u1 45 2.3640371061533099
cx 44 45
cx 45 46
u1 46 1.1922100954703545
cx 45 46
cx 46 47
u1 47 1.8762323171491992
cx 46 47
cx 47 48
u1 48 1.1487836808013734
cx 47 48
cx 48 49
u1 49 -1.3539291465257577
cx 48 49
cx 49 50
u1 50 -1.2243018392363316
cx 49 50
cx 50 51
u1 51 1.9622891464461747
cx 50 51
cx 51 52
u1 52 0.6945067847921802
cx 51 52
cx 52 53
u1 53 -2.6947037594889807
cx 52 53
cx 53 54
u1 54 1.1978360079088164
cx 53 54
cx 54 55
u1 55 -0.13011522405301612
cx 54 55
cx 55 56
u1 56 0.15163774399185392
cx 55 56
cx 56 57
u1 57 -0.48445648495040361
cx 56 57
cx 57 58
u1 58 1.044675795156687
cx 57 58
cx 58 59
u1 59 -0.50184826675007099
cx 58 59
cx 59 60
u1 60 -1.991402692714717
cx 59 60
cx 60 61
u1 61 -2.1125880431899962
cx 60 61
cx 61 62
u1 62 0.72135732668913166
cx 61 62
cx 62 63
u1 63 -0.18604958044481679
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
