64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 0.32446887470404917
u1 1 0.047460453343948217
u1 2 0.7783600129749253
u1 3 1.714230022599347
u1 4 0.47983315137859694
u1 5 0.43097097569051446
u1 6 1.3422337675067713
u1 7 -1.3765233987653831
u1 8 0.73438412928525487
u1 9 -3.0727652418958318
u1 10 -1.3568312944929115
u1 11 2.918669482446238
u1 12 2.3963063163122236
u1 13 3.1301558939349476
u1 14 -3.0765006406091207
u1 15 -2.3713152879223927
u1 16 -2.7364180232734236
u1 17 -1.8862685486666164
u1 18 -1.6300115988493005
u1 19 -3.0836266285138163
u1 20 3.1073018222474396
u1 21 -1.8172335853801456
u1 22 -2.6654419174505275
u1 23 1.4613557518499807
u1 24 -1.8449720815136776
u1 25 0.98440428313439066
u1 26 2.0235553936881683
u1 27 -1.4671771659103374
u1 28 1.3344779900812611
u1 29 -2.0351496811733298
u1 30 -1.6898618296040793
u1 31 -2.4232617095517024
u1 32 -1.6124949894848228
u1 33 -1.9434230462329962
u1 34 0.60511051522754133
u1 35 0.060738897918866996
u1 36 -2.1219903391035562
u1 37 -1.6807456066104365
u1 38 2.5082772071830455
u1 39 -1.0547508624497723
u1 40 -2.3817186712152947
u1 41 -2.9336871698354061
u1 42 0.84301376295134767
u1 43 -2.2506655299256941
u1 44 -2.4160738803198818
u1 45 -2.4524927909060183
u1 46 -2.1090304238048034
u1 47 2.7947753990026403
u1 48 -1.6382907719419286
u1 49 -0.75462194074558875
u1 50 -0.21579546666586413
u1 51 1.9050361180971187
u1 52 2.2507497140579193
u1 53 0.069364080068309519
u1 54 -1.5541099798240143
u1 55 0.46818074639704577
u1 56 0.097368739893379797
u1 57 -2.6543828737967008
u1 58 -1.848465740340421
u1 59 1.6049483278465182
u1 60 -1.1724542447190025
u1 61 1.124016741245347
u1 62 0.028963886885368773
u1 63 1.966534939811261
cx 0 1
u1 1 -0.63924885581426949
cx 0 1
cx 1 2
u1 2 -2.9431162507822926
cx 1 2
cx 2 3
u1 3 2.4457538849919089
cx 2 3
cx 3 4
u1 4 2.4963924704811049
cx 3 4
cx 4 5
u1 5 -1.617209722355456
cx 4 5
cx 5 6
u1 6 -2.0145420328286452
cx 5 6
cx 6 7
u1 7 0.73954441129796322
cx 6 7
cx 7 8
u1 8 0.23577026165504555
cx 7 8
cx 8 9
