64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -1.4455800459366479
u1 1 -0.20795116578985962
u1 2 1.0286666305972378
u1 3 2.1030036487617476
u1 4 -1.371003983874407
u1 5 0.20187052428506913
u1 6 -0.68457631088641691
u1 7 1.5320354886617524
u1 8 -0.084453389651451438
u1 9 0.5968418167465539
u1 10 -1.802912301225831
u1 11 3.1195651316559028
u1 12 1.5357120285354915
u1 13 -0.70758473438584524
u1 14 2.3636410320038337
u1 15 -1.5186247199404628
u1 16 2.143961832393761
u1 17 -2.172470057735822
u1 18 -1.0287010922658411
u1 19 -2.7377222904154883
u1 20 -0.34289814704569599
u1 21 0.15789755390015792
u1 22 -2.7322011015396832
u1 23 -2.5496111743849563
u1 24 2.8397342110304247
u1 25 0.93369957584308971
u1 26 0.68011033095057982
u1 27 0.41447771341758699
u1 28 0.97704606613669753
u1 29 -0.06592627034469789
u1 30 -0.34198547371542976
u1 31 1.7386599037588208
u1 32 -1.1828790707629029
u1 33 -1.9200312612026647
u1 34 -2.6218131565265548
u1 35 -1.2412216436966759
u1 36 2.8003948910009457
u1 37 -1.9042940582422396
u1 38 -2.4600746971826979
u1 39 -3.0355908554837647
u1 40 -2.9004686746478883
u1 41 -2.1082746794455272
u1 42 2.8679018990607155
u1 43 -0.33956939215414472
u1 44 0.40274461523744698
u1 45 -0.61512256475380611
u1 46 -0.89567020940600273
u1 47 -0.96724196593035039
u1 48 1.340234645354192
u1 49 -2.8248039739393898
u1 50 1.5409382647828105
u1 51 0.14469797477173252
u1 52 2.3985090188287312
u1 53 -0.2439503929302802
