64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -0.26806415700105291
u1 1 -2.8224958300815093
u1 2 1.2049837971899602
u1 3 -0.54459058814056283
u1 4 -1.783120960310792
u1 5 1.6959295031419792
u1 6 -2.3540683158017242
u1 7 0.73109500723779686
u1 8 1.6232589427749238
u1 9 -1.9648146509430564
u1 10 2.1619840396156533
u1 11 -2.2020528783446149
u1 12 2.6268322684944629
u1 13 -1.338014452257676
u1 14 2.8424960487887425
u1 15 0.33147405635518368
u1 16 2.1059198893829132
u1 17 1.1036638511450185
u1 18 -1.5821665064335413
u1 19 -1.727429951835088
u1 20 -1.8661985444968714
u1 21 -1.3734509669690773
u1 22 -0.42536443966608051
u1 23 -1.866937559634033
u1 24 2.1307999591844364
u1 25 -1.3698107167523164
u1 26 2.1054933203747002
u1 27 1.2159151803089978
u1 28 -1.4430994983066423
u1 29 -1.7504541834282978
u1 30 -3.1140531075576057
u1 31 2.3406796876698115
u1 32 -0.53929477593516673
u1 33 1.408610584101289
u1 34 0.26569850993908406
u1 35 1.0130692186862582
u1 36 0.32147297871478919
u1 37 -1.5584223798697519
u1 38 -0.77328803211452346
u1 39 2.3210188218701351
u1 40 -2.4825183988177897
u1 41 0.94723735640688211
u1 42 -0.33086066708446005
u1 43 -2.9249809500322694
u1 44 -2.5782444702838703
u1 45 2.8199288299878926
u1 46 -1.479746067553247
u1 47 -0.95843200492663527
u1 48 2.2301587497848256
u1 49 -0.51848004926800062
u1 50 -0.75102169208407865
u1 51 2.7511792737886984
u1 52 2.7451581180586864
u1 53 -2.7272572218273297
u1 54 0.16161539073018893
u1 55 -2.7903722364838295
u1 56 -0.12799692107964922
u1 57 -1.5864302484891675
u1 58 1.2110476618120118
u1 59 1.639668688993452
u1 60 -2.3278760354423467
u1 61 0.64233606221530426
u1 62 2.5896670912183737
u1 63 1.3331776130166366
cx 0 1
u1 1 -2.589628702724502
cx 0 1
cx 1 2
u1 2 0.62073010247522298
cx 1 2
cx 2 3
u1 3 -0.72882370219493797
cx 2 3
cx 3 4
u1 4 0.089681980096670166
cx 3 4
cx 4 5
u1 5 -0.64836945804993817
cx 4 5
cx 5 6
u1 6 -1.3259066948676637
cx 5 6
cx 6 7
u1 7 -2.6521141152520213
cx 6 7
cx 7 8
u1 8 -0.29271913801356764
cx 7 8
cx 8 9
u1 9 2.1787218827864741
cx 8 9
cx 9 10
u1 10 1.402984078720185
cx 9 10
cx 10 11
