64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -2.4790928508483194
u1 1 -0.27299060257996111
u1 2 0.21394905600102154
u1 3 -2.7302791729702416
u1 4 1.3345769755400205
u1 5 0.23037684412689785
u1 6 1.4113518090975035
u1 7 -1.3195943590043449
u1 8 -0.45748039840085042
u1 9 2.3722871567814772
u1 10 -1.0882551026548271
u1 11 2.9443735837801857
u1 12 -2.5677381437202276
u1 13 1.6812310926882112
u1 14 0.72408395917704027
u1 15 0.045878214400633333
u1 16 -1.1969509478951537
u1 17 0.081493474919746234
u1 18 2.1985037938682108
u1 19 1.142527564229642
u1 20 1.6182205082314041
u1 21 0.76102397484058848
u1 22 2.1450839777307582
u1 23 3.1263963998725597
u1 24 -3.064990838262367
u1 25 -1.1392330511847899
u1 26 1.4662359896350958
u1 27 1.30211523445558
u1 28 -2.3406712210167822
u1 29 -0.53749277571066223
u1 30 2.2906569198349658
u1 31 -0.068855907197826305
u1 32 1.8484285673611396
u1 33 -1.0256261738780146
u1 34 0.84648544264262471
u1 35 -1.8617217189209736
u1 36 -2.5757704578563665
u1 37 1.9560643502220927
u1 38 -2.5638315338228637
u1 39 -2.0947568672197949
u1 40 -0.89166321925735659
u1 41 -2.6115167489370235
u1 42 0.56087645471080094
u1 43 2.4437341958855292
u1 44 2.7387913428758797
u1 45 -0.0086140918720309934
u1 46 0.38467442109125294
u1 47 2.2195263767110349
u1 48 2.4138601009009513
u1 49 0.95241266678933356
u1 50 2.4638413946114319
u1 51 1.9322848167120104
u1 52 -1.9707518517417355
u1 53 2.875897478602143
u1 54 1.9913149244321184
u1 55 -0.48159752375062936
u1 56 -0.94402239682494504
u1 57 1.9448694129198465
u1 58 2.654009662880604
u1 59 2.4853997870354041
u1 60 -3.0910771332147124
u1 61 -0.45212365036499325
u1 62 -2.7187001228098149
u1 63 -2.5815676976237638
cx 0 1
u1 1 -0.070761040396662978
cx 0 1
cx 1 2
u1 2 1.0248441163940276
cx 1 2
cx 2 3
u1 3 0.079888905632983231
cx 2 3
cx 3 4
u1 4 0.063397971328376101
cx 3 4
cx 4 5
u1 5 2.5688989516672347
cx 4 5
cx 5 6
u1 6 -0.49440861577111406
cx 5 6
cx 6 7
u1 7 -2.2546797768882842
cx 6 7
cx 7 8
u1 8 -0.014323706066073555
cx 7 8
cx 8 9
u1 9 -2.9879201140819691
cx 8 9
cx 9 10
u1 10 -0.44202411386757401
cx 9 10
cx 10 11
u1 11 -2.2778995753786884
cx 10 11
cx 11 12
u1 12 2.1619656226685784
cx 11 12
cx 12 13
u1 13 -0.59659128579485365
cx 12 13
cx 13 14
u1 14 2.0459287396981862
cx 13 14
cx 14 15
u1 15 1.5155879901455647
cx 14 15
cx 15 16
u1 16 -3.0289892186712866
cx 15 16
cx 16 17
u1 17 0.070472849490297307
cx 16 17
cx 17 18
u1 18 1.0372959654934828
cx 17 18
cx 18 19
u1 19 0.94432779022558311
cx 18 19
cx 19 20
u1 20 -1.202318203066767
cx 19 20
cx 20 21
u1 21 -0.33855515212546372
cx 20 21
cx 21 22
u1 22 2.6778842371191871
cx 21 22
cx 22 23
u1 23 -1.9954788145097195
cx 22 23
cx 23 24
u1 24 0.95589706827395826
cx 23 24
cx 24 25
u1 25 2.6506057796474245
cx 24 25
cx 25 26
u1 26 -0.20754405439454793
cx 25 26
cx 26 27
u1 27 1.0706016800979405
cx 26 27
cx 27 28
u1 28 1.6960913406312255
cx 27 28
