64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 0.44551020578211153
u1 1 0.95346585806067452
u1 2 0.12316695953626944
u1 3 1.9941730311535038
u1 4 -1.6420257717790561
u1 5 -1.2172720245800699
u1 6 -2.6550179227464596
u1 7 0.93267899972737744
u1 8 0.75431918389426578
u1 9 -3.0618777691318404
u1 10 1.281146183385097
u1 11 -1.547985690733138
u1 12 -1.8313192728952981
u1 13 2.1558907536055756
u1 14 2.2219513487484801
u1 15 -2.4966400979631498
u1 16 -0.41763579060976053
u1 17 1.8386124056271385
u1 18 -0.75490012549169361
u1 19 -0.18498283167637286
u1 20 -2.6562327855062282
u1 21 2.0987750143064332
u1 22 1.1643508346277276
u1 23 -1.6803649893570292
u1 24 -0.25244778234256593
u1 25 -1.8381521333962594
u1 26 1.2040470041617608
u1 27 -0.37379420425427323
u1 28 0.82376085881195582
u1 29 -1.7003061528163874
u1 30 -1.8073997084024747
u1 31 0.85518548571165631
u1 32 1.4005433961613853
u1 33 -1.5437581860307183
u1 34 2.9161713641747973
u1 35 1.9889645509250258
u1 36 -2.4070933120259372
u1 37 0.29951918844071024
u1 38 2.6396052029635193
u1 39 0.92343101061984623
u1 40 0.72979414526001563
u1 41 2.7831688743841134
u1 42 1.0038262862284828
u1 43 0.3603023098595628
u1 44 -1.409861388703022
u1 45 -0.98471442839815992
u1 46 -2.7430740947385077
u1 47 1.8428422473958399
u1 48 -0.61918400859194556
u1 49 1.7889074148733197
u1 50 2.972763947309673
u1 51 -0.55473936621195108
u1 52 1.8281869401423041
u1 53 2.6556195785155552
u1 54 1.6721194747478876
u1 55 -2.8460699456736371
u1 56 2.7677170737117098
u1 57 -3.1109247899027928
u1 58 -2.1737470389228033
u1 59 2.9940529971864933
u1 60 3.118278524263939
u1 61 1.6315868295968237
u1 62 -2.6456424114799186
u1 63 1.7223719767976498
cx 0 1
u1 1 1.8352528657147822
cx 0 1
cx 1 2
u1 2 -2.4960188461762245
cx 1 2
cx 2 3
u1 3 2.8284480026820731
cx 2 3
cx 3 4
u1 4 1.0639419437065643
cx 3 4
cx 4 5
u1 5 1.7799585485994003
cx 4 5
cx 5 6
u1 6 -1.7960844588437328
cx 5 6
cx 6 7
u1 7 -1.5819176027705861
cx 6 7
cx 7 8
u1 8 0.45639447533255684
cx 7 8
cx 8 9
u1 9 0.71588790144639525
cx 8 9
cx 9 10
u1 10 1.1319645893189252
cx 9 10
cx 10 11
u1 11 2.5317642194927723
cx 10 11
cx 11 12
u1 12 1.7684191318300089
cx 11 12
cx 12 13
u1 13 1.7894148876101532
cx 12 13
cx 13 14
u1 14 1.4502417197931008
cx 13 14
cx 14 15
