64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -2.8428289113851228
u1 1 0.23504028354801143
u1 2 -1.8699197168240733
u1 3 1.7473942177746185
u1 4 2.111058787148739
u1 5 -0.063552288447477956
u1 6 1.6232940609196262
u1 7 -2.5407014436675421
u1 8 -2.8383520607231958
u1 9 2.311796531085677
u1 10 2.1380811157729589
u1 11 0.92271013415420811
u1 12 1.3121302706743982
u1 13 0.84143066498160479
u1 14 2.6868826986346415
u1 15 -1.8384023409172414
u1 16 1.0065671018072821
u1 17 -0.41243609477556209
u1 18 -1.1962893625971533
u1 19 -1.0157218375663168
u1 20 0.5338831955423764
u1 21 2.9378625089064414
u1 22 -1.0833736940288587
u1 23 2.5012407031827255
u1 24 1.1198415981277803
u1 25 2.6474156680915524
u1 26 -1.7720316327316166
u1 27 2.9857558866687226
u1 28 1.9204659010536345
u1 29 0.4635639643328977
u1 30 0.035858917832952031
u1 31 -2.4382872540861298
u1 32 -1.9759024615962595
u1 33 0.50643148303453867
u1 34 -1.3779941737833825
u1 35 2.454604710395826
u1 36 -2.7253380060538683
u1 37 -0.68794207500420068
u1 38 2.0478940794256602
u1 39 1.0887430806354335
u1 40 -0.70898822631762037
u1 41 0.8748499716604945
u1 42 -0.71246934515840854
u1 43 -1.7729801727332628
u1 44 -1.8046790374774844
u1 45 -2.0740762086444757
u1 46 0.45613054802910646
u1 47 0.4080076017848846
u1 48 -0.79048569109424704
u1 49 1.9137360474076246
u1 50 0.34015245356698109
u1 51 -1.0351420604147901
u1 52 2.2596220908727194
u1 53 2.1983740255963777
u1 54 -1.1629057259945146
u1 55 2.1954734457611322
u1 56 -1.7906948607487028
u1 57 -1.3470571998494698
u1 58 -1.1987603785191059
u1 59 0.41166240018231015
u1 60 -2.3673726776802875
u1 61 -2.2644359780272687
u1 62 2.6706740651723035
u1 63 -1.019655183190034
cx 0 1
u1 1 1.1376366186195543
cx 0 1
cx 1 2
u1 2 -1.4089863214729599
cx 1 2
cx 2 3
u1 3 -0.025483383974822971
cx 2 3
cx 3 4
u1 4 1.6316425230543512
cx 3 4
cx 4 5
u1 5 -0.56471381568194046
cx 4 5
cx 5 6
u1 6 -2.3867480662459695
cx 5 6
cx 6 7
u1 7 -2.3816334317665415
cx 6 7
