64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -0.15984762628645388
u1 1 -0.19844103147786107
u1 2 0.15105598274911181
u1 3 2.8343487161654703
u1 4 2.5544649301929496
u1 5 0.79966605565500348
u1 6 -2.5908819805421022
u1 7 2.5784015944040686
u1 8 -2.6459017194902419
u1 9 2.2081602627178771
u1 10 -2.1099175826006107
u1 11 -2.6610522823226379
u1 12 2.6764104718018853
u1 13 -1.3379523899606678
u1 14 2.6981070492063943
u1 15 0.60072117280012272
u1 16 -0.78284003696753413
u1 17 1.8935040809213319
u1 18 -1.6564982598440841
u1 19 0.58864211491360674
u1 20 -1.3666779282040622
u1 21 2.0395504522670418
u1 22 1.9472525718912763
u1 23 -1.7438036266592771
u1 24 -0.95038711061783943
u1 25 -2.8568988312953434
u1 26 2.3978700815422265
u1 27 -3.0480136385480341
u1 28 1.891318736254811
u1 29 -2.1750047628957923
u1 30 0.29466853434840878
u1 31 3.0914403401027482
u1 32 -2.9228479544828456
u1 33 1.900536308900449
u1 34 -2.5482113724397717
u1 35 -0.58759975430295697
u1 36 1.660481395166741
u1 37 -2.3169173896347841
u1 38 -0.46773494439685592
u1 39 1.1868298026616868
u1 40 -0.59965348425857279
u1 41 -0.49544331937787606
u1 42 -2.7238625356151314
u1 43 -1.9194808989275707
u1 44 -1.0792169596840395
u1 45 1.1328796510032557
u1 46 -2.1638956640904468
u1 47 -1.8281178956113768
u1 48 1.3253182832189676
u1 49 -0.71327720048802057
u1 50 -2.1540486608842269
u1 51 2.9468768491660722
u1 52 -1.345056335161952
u1 53 -1.3835001158430362
u1 54 1.2435993722196086
u1 55 -1.1446525553474274
u1 56 -1.860536099565731
u1 57 2.1572284327775471
u1 58 -0.7588953671957821
u1 59 2.2594791126997205
u1 60 -0.28584733779238292
u1 61 2.0035794677713925
u1 62 -2.8539545927199943
u1 63 -0.97448603894443764
cx 0 1
u1 1 -1.1293788414758623
cx 0 1
cx 1 2
u1 2 0.34826457630981889
cx 1 2
cx 2 3
u1 3 -2.8209405213820733
cx 2 3
cx 3 4
u1 4 -0.38853926715372467
cx 3 4
cx 4 5
u1 5 2.8397163802846919
cx 4 5
cx 5 6
u1 6 0.14960822662616202
cx 5 6
cx 6 7
u1 7 1.5868790485332287
cx 6 7
cx 7 8
u1 8 -1.5769337870270794
cx 7 8
cx 8 9
u1 9 -2.2872943770813796
cx 8 9
