64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -0.85304701423154583
u1 1 2.6620051176355979
u1 2 0.6020428463822034
u1 3 -1.9213610476779299
u1 4 0.89195012781498217
u1 5 -1.0630880031663956
u1 6 3.0117257724220785
u1 7 -0.57558291734142752
u1 8 -0.97332820314112034
u1 9 -0.51110877420622192
u1 10 0.96145767184518949
u1 11 1.9571021852671695
u1 12 1.3051860763532517
u1 13 -2.5225996953728078
u1 14 2.7278296497855568
u1 15 2.061771242961548
u1 16 -2.6983760802625758
u1 17 1.1207828496321288
u1 18 -1.0765461846816002
u1 19 2.1892663400853696
u1 20 -1.6525830874809717
u1 21 -0.28588506451091078
u1 22 1.3109067278554567
u1 23 0.77868213709905731
u1 24 -1.1360378296676883
u1 25 -2.9952707314497893
u1 26 0.59817240426404794
u1 27 -2.2686146328017482
u1 28 -2.5285617526549853
u1 29 -0.35062176808972989
u1 30 1.0822058042380958
u1 31 -3.0252814934626935
u1 32 -2.256079284312559
u1 33 1.0111204156426368
u1 34 -2.2824011512380977
u1 35 -2.1935519644640671
u1 36 0.35693157318260038
u1 37 -2.0266172849829243
u1 38 0.82149054211487105
u1 39 -0.12817523262408681
u1 40 -2.7996689470453933
u1 41 0.29398610149177085
u1 42 -2.2414089780830633
u1 43 0.33474602795243102
u1 44 0.56491520520143546
u1 45 0.39564112153186937
u1 46 -1.5249545656575587
u1 47 2.7859654379989252
u1 48 -2.5282148763725623
u1 49 -3.0609458654169779
u1 50 2.076164490201025
u1 51 -0.70144518091984676
u1 52 1.9041006148279642
u1 53 2.5526709089653572
u1 54 0.2535747830518158
u1 55 -0.068156240874101215
u1 56 1.0021780790875656
u1 57 -3.1373388389832479
u1 58 2.8579929938102939
u1 59 -2.2772517635114458
u1 60 1.2172932013653774
u1 61 -2.2053822732312369
u1 62 0.88758968087872958
u1 63 1.2935592288527236
cx 0 1
u1 1 0.3933742830257474
cx 0 1
cx 1 2
u1 2 0.11167667891352817
cx 1 2
cx 2 3
u1 3 -2.146522340845296
cx 2 3
cx 3 4
u1 4 -2.1732617416331221
cx 3 4
cx 4 5
u1 5 1.4839007023493358
cx 4 5
cx 5 6
u1 6 -1.926513703668677
cx 5 6
cx 6 7
u1 7 2.5921210652604891
cx 6 7
cx 7 8
u1 8 -0.035116563027862924
cx 7 8
cx 8 9
u1 9 2.0459222149608207
cx 8 9
cx 9 10
u1 10 -3.0261288917158176
cx 9 10
cx 10 11
u1 11 -2.4205774301954328
cx 10 11
cx 11 12
u1 12 -1.9410971143471496
cx 11 12
cx 12 13
u1 13 -0.5530125701658406
cx 12 13
cx 13 14
u1 14 -1.5731252599276502
cx 13 14
cx 14 15
u1 15 -0.96998812757202657
cx 14 15
cx 15 16
u1 16 -2.6612857979060771
cx 15 16
cx 16 17
u1 17 1.0632102590527435
cx 16 17
cx 17 18
u1 18 2.9071033931048014
cx 17 18
cx 18 19
u1 19 2.2834675417614099
cx 18 19
cx 19 20
u1 20 1.7339358200790287
cx 19 20
cx 20 21
u1 21 2.9116672451732679
cx 20 21
cx 21 22
u1 22 -1.9440240808603528
cx 21 22
cx 22 23
u1 23 2.4943360383145388
cx 22 23
cx 23 24
u1 24 -1.4378912295646415
cx 23 24
cx 24 25
u1 25 0.56913108361985199
cx 24 25
cx 25 26
u1 26 -0.75400738903072106
cx 25 26
cx 26 27
u1 27 -2.9400061625134732
cx 26 27
cx 27 28
u1 28 2.643880182879232
cx 27 28
cx 28 29
u1 29 -1.9121404171915057
cx 28 29
cx 29 30
u1 30 0.82203233334819892
cx 29 30
cx 30 31
u1 31 1.6531794576404675
cx 30 31
cx 31 32
u1 32 2.8700318645682596
cx 31 32
cx 32 33
u1 33 -0.40064849642534917
cx 32 33
cx 33 34
u1 34 2.4717277747119333
cx 33 34
cx 34 35
u1 35 2.9747610493758621
cx 34 35
cx 35 36
u1 36 0.40179585252133276
cx 35 36
cx 36 37
u1 37 2.1816498246728031
cx 36 37
cx 37 38
u1 38 0.78647791140318191
cx 37 38
cx 38 39
u1 39 2.9169792454616914
cx 38 39
cx 39 40
u1 40 -1.0883185499232511
cx 39 40
cx 40 41
u1 41 -1.6675424456328547
cx 40 41
cx 41 42
u1 42 2.6152776303793646
cx 41 42
cx 42 43
u1 43 2.7095592994724793
cx 42 43
cx 43 44
u1 44 0.42962132203716941
cx 43 44
cx 44 45
u1 45 -2.3685007549834474
cx 44 45
cx 45 46
u1 46 0.2517408711377836
cx 45 46
cx 46 47
u1 47 -0.70306808261191556
cx 46 47
cx 47 48
u1 48 3.048050455958645
cx 47 48
cx 48 49
u1 49 2.3319709218435083
cx 48 49
cx 49 50
u1 50 -2.0516289000129113
cx 49 50
cx 50 51
u1 51 -2.5150354382193179
cx 50 51
cx 51 52
u1 52 -2.5031926427847004
cx 51 52
cx 52 53
u1 53 -2.6274208203727234
cx 52 53
cx 53 54
u1 54 1.7398929396898595
cx 53 54
cx 54 55
u1 55 2.1825589231501663
cx 54 55
cx 55 56
u1 56 -1.5002837912527855
cx 55 56
cx 56 57
u1 57 -2.7343061818473853
cx 56 57
cx 57 58
u1 58 3.083258176184156
cx 57 58
cx 58 59
u1 59 -1.6273406902618994
cx 58 59
cx 59 60
u1 60 2.3257223632774764
cx 59 60
cx 60 61
u1 61 2.357798227568086
cx 60 61
cx 61 62
u1 62 -1.2579224195087146
cx 61 62
cx 62 63
u1 63 0.57931829003160296
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
