64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -2.5873093815629185
u1 1 -2.8970454011836089
u1 2 1.2678768704418699
u1 3 0.17396682990331147
u1 4 -3.0030089149637211
u1 5 1.1266402916138736
u1 6 1.6481654738378815
u1 7 3.1162843610089697
u1 8 -2.4715050433152701
u1 9 -1.800687756879455
u1 10 -3.0995387876181493
u1 11 -2.8798123194213776
u1 12 -2.6173163470276499
u1 13 1.681169030391203
u1 14 0.86847295875938713
u1 15 -0.22336890204430576
u1 16 1.6918089784552937
u1 17 -0.70834675485656717
u1 18 2.2728355472787536
u1 19 -1.1735445025190527
u1 20 1.1186998919385953
u1 21 -2.6519774443955306
u1 22 -0.22753303382659795
u1 23 3.0032624668978034
u1 24 0.016196231539908013
u1 25 0.3478550633582369
u1 26 1.1738592284675686
u1 27 -0.71714125386697436
u1 28 0.60809585160135082
u1 29 -0.11294219624316781
u1 30 -1.1180647220710478
u1 31 -0.81961655963076296
u1 32 -2.0512035612707678
u1 33 -1.5175518986771754
u1 34 -2.6227899821581051
u1 35 -0.26105274593175842
u1 36 2.368406432871268
u1 37 2.7145593599871249
u1 38 -2.869384621540533
u1 39 -0.96056784801134665
u1 40 -2.7745281338165722
u1 41 -1.1688360731522653
u1 42 2.9538783232414723
u1 43 1.4382341447808322
u1 44 1.2397638322760489
u1 45 1.6784350871126064
u1 46 1.0688240176284527
u1 47 3.0892122673957765
u1 48 -2.9644847397127769
u1 49 1.1472098180093528
u1 50 -2.4163169437680061
u1 51 1.7365872413346368
u1 52 2.1194626014789026
u1 53 1.5321403726178504
u1 54 0.90933094294269878
u1 55 -2.1273172048870315
u1 56 0.78851678166113659
u1 57 -1.7987892683468676
u1 58 -1.659232615291188
u1 59 1.8655893633291356
u1 60 1.15007947631491
u1 61 -1.8133670559210806
u1 62 2.7249215611285535
u1 63 -0.27390404566268955
cx 0 1
u1 1 -1.5310109016453017
cx 0 1
cx 1 2
u1 2 1.2973096425594322
cx 1 2
cx 2 3
u1 3 2.172005724820119
cx 2 3
cx 3 4
u1 4 0.54161921857877093
cx 3 4
cx 4 5
u1 5 -0.91918688666739545
cx 4 5
cx 5 6
u1 6 -1.9699235372649397
cx 5 6
cx 6 7
u1 7 -0.21048763349394761
cx 6 7
cx 7 8
u1 8 1.2698909429474385
cx 7 8
cx 8 9
u1 9 1.4780961457858846
cx 8 9
cx 9 10
u1 10 0.44786499751501729
cx 9 10
cx 10 11
u1 11 -1.769144190641434
cx 10 11
cx 11 12
u1 12 1.6128590458447967
