64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -2.9638702424631838
u1 1 -0.67096512116871487
u1 2 -1.2147266633854175
u1 3 1.4674512092204619
u1 4 -2.0502675968731943
u1 5 1.5846907118231064
u1 6 -0.66263955600672908
u1 7 1.4332814650192836
u1 8 -2.8582871153322063
u1 9 2.300909058321686
u1 10 -0.49989636210504873
u1 11 -0.89381999984600213
u1 12 -0.74342944729766725
u1 13 1.8156958053109769
u1 14 -2.6115692907229593
u1 15 -1.7130775308764843
u1 16 -1.312215130856381
u1 17 2.1458682581102693
u1 18 -2.0714008359547602
u1 19 2.3688196727758264
u1 20 0.014232496116457938
u1 21 -0.97814609078013737
u1 22 1.3700188610724728
u1 23 -0.64022386278985111
u1 24 -0.47268270104333165
u1 25 -0.81321322255738338
u1 26 -0.95252324320520909
u1 27 1.8923729250126584
u1 28 2.4311830323229398
u1 29 0.12872043597595528
u1 30 0.15339679663134742
u1 31 0.56645085783009819
u1 32 1.2942444599371186
u1 33 0.10676662283226079
u1 34 2.5941302844489478
u1 35 0.52637905738966673
u1 36 -2.4402350331314873
u1 37 -2.6682068700553474
u1 38 1.9165660836451863
u1 39 -0.88943879243418511
u1 40 2.4626842643866564
u1 41 1.4411792346205612
u1 42 -0.87328186843554345
u1 43 1.8992372946610674
u1 44 -2.8108915290943446
u1 45 2.7413307360272521
u1 46 1.0901742189628107
u1 47 1.359940753391685
u1 48 -1.8095924544442301
u1 49 -0.62979330821128388
u1 50 -2.848406960408556
u1 51 1.4246334238942797
u1 52 2.6821848647883346
u1 53 -0.38788147285086794
u1 54 1.8940501266131697
u1 55 -0.77346116934777065
u1 56 1.8221421126125534
u1 57 -0.89051528374337785
u1 58 -0.87347907993672402
u1 59 -0.97744226915766497
u1 60 -0.37492013948364189
u1 61 -2.7720060663787454
u1 62 -0.93790494364199528
u1 63 -0.77549222017642272
cx 0 1
u1 1 -1.3368651029094982
cx 0 1
cx 1 2
u1 2 -1.8560837260790279
cx 1 2
cx 2 3
u1 3 -0.40817750166498534
cx 2 3
cx 3 4
u1 4 3.064093049828891
cx 3 4
cx 4 5
u1 5 2.3213032205427893
cx 4 5
cx 5 6
u1 6 -2.6052056402308819
cx 5 6
cx 6 7
u1 7 -0.060171417697992169
cx 6 7
cx 7 8
u1 8 -1.455398593597087
cx 7 8
cx 8 9
u1 9 -0.20030161568454025
cx 8 9
cx 9 10
u1 10 2.9314960149447811
cx 9 10
cx 10 11
u1 11 1.2998362032438484
cx 10 11
cx 11 12
u1 12 1.6701427192035623
cx 11 12
cx 12 13
u1 13 -0.74377308546443999
cx 12 13
cx 13 14
u1 14 -1.7844145678630872
cx 13 14
cx 14 15
u1 15 2.4249322773939448
cx 14 15
cx 15 16
