64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -0.81008581940366575
u1 1 -1.3891317214412098
u1 2 -2.9505122581326084
u1 3 0.51720832929791261
u1 4 2.999630767024863
u1 5 -2.9259908059091337
u1 6 -0.93619367836425949
u1 7 -0.93792332078318985
u1 8 0.1681522956422139
u1 9 2.0140042358624779
u1 10 2.9130043189536021
u1 11 -0.2994229540083353
u1 12 -0.45146807608747963
u1 13 -2.054581264155118
u1 14 3.0001523216340313
u1 15 -2.7838073092359714
u1 16 0.13107516152073373
u1 17 0.90245094823903393
u1 18 2.5063812837426198
u1 19 1.1424423408469471
u1 20 1.1014237021303197
u1 21 0.025905488833496193
u1 22 2.2898469751702919
u1 23 -0.97832844238021943
u1 24 -0.23913793808633699
u1 25 2.9350583054286119
u1 26 -0.72640991270307786
u1 27 -1.4830935162338985
u1 28 -0.21608029230107295
u1 29 2.2462295107313253
u1 30 0.21614418807764668
u1 31 0.080233151344605957
u1 32 -1.295396583762555
u1 33 0.27017701616827239
u1 34 -2.2072017778461475
u1 35 -0.28107087753943016
u1 36 1.5128973272506094
u1 37 0.53902576494548082
u1 38 -0.94156230760082948
u1 39 2.8727770337365754
u1 40 -2.5880881760001859
u1 41 1.4597706778625215
u1 42 -2.6034541719601201
u1 43 2.1506709497422709
u1 44 2.0985307366440544
u1 45 1.8652993760140522
u1 46 1.957265551574781
u1 47 -1.2221699189337309
u1 48 2.8222067891086517
u1 49 2.9223013779912939
u1 50 1.4667843737556598
u1 51 0.80226001579865258
u1 52 -2.6217814573927001
u1 53 2.3596596600247572
u1 54 1.6150520410810145
u1 55 -2.8078150903733174
u1 56 2.8333005088861767
u1 57 -0.93165336825498191
u1 58 -2.3333101661033884
u1 59 1.6625437483471481
u1 60 -1.549427880251339
u1 61 -0.11713434607700457
u1 62 2.0918569846760464
u1 63 -1.1861869524002175
