64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -2.3585124103946189
u1 1 0.48094176836982072
u1 2 -1.2426156865982598
u1 3 0.62727552420849442
u1 4 0.036427008334386585
u1 5 -0.43224736841196698
u1 6 -0.72677549821108656
u1 7 -0.21244112965740758
u1 8 0.54193378805230186
u1 9 -2.9691289735280311
u1 10 2.891167403880659
u1 11 0.21924659174349781
u1 12 1.0320261151847361
u1 13 -0.97364635830236601
u1 14 -3.0877249911808735
u1 15 1.4727465055398294
u1 16 -0.94701088449860737
u1 17 2.0909765828160758
u1 18 -1.1698027016023698
u1 19 1.5951947261858468
u1 20 -1.2753223611857081
u1 21 -0.91892152874074684
u1 22 0.58711712380892411
u1 23 -0.57678522548760291
u1 24 0.22525662723194229
u1 25 0.20553347534170019
u1 26 -2.1463463205856748
u1 27 -1.716592947873167
u1 28 1.3636251548800846
u1 29 0.60341904605536012
u1 30 -1.9486714461195365
u1 31 -1.6698039965609937
u1 32 -0.6655494965982367
u1 33 2.9456574350806788
u1 34 1.7753277138839305
u1 35 3.1029433626176495
u1 36 -0.22462443314457925
u1 37 -0.051770291979853056
u1 38 -1.2592790761740247
u1 39 -1.1528375844760257
u1 40 -2.4910534132743418
u1 41 -1.5633938787970356
u1 42 2.8544069534080698
u1 43 -2.1041648037313863
u1 44 -3.1415359581133266
u1 45 0.6237366566258371
u1 46 0.51099578831474979
u1 47 -1.2522844107806845
u1 48 2.5290905609244434
u1 49 1.872391307150056
u1 50 2.2784056477853438
u1 51 -2.0769827914837427
u1 52 -0.42775716708699596
u1 53 -2.6319470856718628
u1 54 2.3225702291414487
u1 55 -2.4748785596739804
u1 56 0.16720997871040844
