64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 2.931600211673679
u1 1 2.1125574163305085
u1 2 0.22571054817260716
u1 3 -1.7700893636519011
u1 4 -2.5000229311180489
u1 5 2.4229606417868155
u1 6 1.0939948125442904
u1 7 -3.1267957338124255
u1 8 0.29840906518282295
u1 9 -0.43700434572922031
u1 10 1.2114026904022577
u1 11 0.65610631699825284
u1 12 -1.1847480216254134
u1 13 -1.9402448714040248
u1 14 2.2002264993869822
u1 15 -0.018089568372571918
u1 16 -2.7983915152020966
u1 17 1.7637584496434418
u1 18 0.31535123677737253
u1 19 2.401048297465211
u1 20 1.0124507638949005
u1 21 -0.46247625765772771
u1 22 -2.6471219700567792
u1 23 1.6337460038275271
u1 24 1.6429730603081971
u1 25 -1.2289099427489503
u1 26 1.3719239498049474
u1 27 2.4545868018028631
u1 28 -1.1585449718619234
u1 29 -0.21223191609602132
u1 30 0.76462474217365761
u1 31 1.9702116695600047
u1 32 -0.16150918270523107
u1 33 0.63379248873728056
u1 34 0.38833128161960917
u1 35 2.538156041862198
u1 36 -2.6267440214292295
u1 37 -2.9303725333930828
u1 38 -1.1181086305015713
u1 39 0.43710793251620039
u1 40 1.9604188878880979
u1 41 -0.82349525098196441
u1 42 -0.31385306231650745
u1 43 -0.25301630346847848
u1 44 1.5239047178954062
u1 45 -1.0765446833466383
u1 46 -2.397706681084701
u1 47 -2.2578083247742091
u1 48 -2.3637659351997478
u1 49 2.8436406002809727
u1 50 -2.8666012288846581
u1 51 -2.1923362300721472
u1 52 1.2781522345218326
u1 53 0.44032709807600945
u1 54 0.70294610365026777
u1 55 1.0845497088753149
u1 56 -1.7266010210376272
u1 57 1.3897807638461721
u1 58 1.4824380603773601
u1 59 2.7530233690255099
u1 60 -0.41210928044776995
u1 61 -2.1456015470547509
u1 62 -1.7567467836426092
u1 63 3.0747851783224149
cx 0 1
u1 1 -2.8351273818239022
cx 0 1
cx 1 2
u1 2 0.96485154161837627
cx 1 2
cx 2 3
u1 3 -1.5827066982700757
cx 2 3
cx 3 4
u1 4 1.8848832880816102
cx 3 4
cx 4 5
u1 5 1.2238935220381855
cx 4 5
cx 5 6
u1 6 -2.3159743235695984
cx 5 6
cx 6 7
u1 7 -1.9317107291495983
cx 6 7
cx 7 8
u1 8 1.8314704291369353
cx 7 8
cx 8 9
u1 9 -1.229494341340402
cx 8 9
cx 9 10
u1 10 0.84090951338575692
cx 9 10
cx 10 11
u1 11 -0.94848027106574939
cx 10 11
cx 11 12
u1 12 -2.0075073030089907
cx 11 12
cx 12 13
u1 13 -2.6361840813666988
cx 12 13
cx 13 14
u1 14 -1.0107323416437888
cx 13 14
cx 14 15
u1 15 0.096158871711839566
cx 14 15
cx 15 16
u1 16 -1.896056058321868
cx 15 16
cx 16 17
u1 17 2.2726634068929226
cx 16 17
cx 17 18
u1 18 1.8091133635066932
cx 17 18
cx 18 19
u1 19 2.7284258041373679
cx 18 19
cx 19 20
u1 20 -0.65179309591156631
cx 19 20
cx 20 21
u1 21 0.33160688769404345
cx 20 21
cx 21 22
u1 22 -0.21474293943429057
cx 21 22
cx 22 23
u1 23 -1.0349331262465045
cx 22 23
cx 23 24
u1 24 -2.5967510153341742
cx 23 24
cx 24 25
u1 25 1.5961461233077969
cx 24 25
cx 25 26
u1 26 -2.3484615609591657
cx 25 26
cx 26 27
u1 27 -0.15306293698845863
cx 26 27
cx 27 28
u1 28 -1.8751152664961577
cx 27 28
cx 28 29
u1 29 0.54994758556984724
cx 28 29
cx 29 30
u1 30 0.79752132312989299
cx 29 30
cx 30 31
u1 31 -2.0462287838915385
cx 30 31
cx 31 32
u1 32 -0.93995134965005178
cx 31 32
cx 32 33
u1 33 2.191004781435328
cx 32 33
cx 33 34
u1 34 1.9988665651632616
cx 33 34
cx 34 35
u1 35 0.71403719485160444
cx 34 35
cx 35 36
u1 36 -1.532543610680809
cx 35 36
cx 36 37
u1 37 0.99396760629516479
cx 36 37
cx 37 38
u1 38 1.3246853688095594
cx 37 38
cx 38 39
u1 39 1.3370076428013586
cx 38 39
cx 39 40
u1 40 0.12090779165868426
cx 39 40
cx 40 41
