64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -0.4994376573936119
u1 1 1.7929558226121207
u1 2 -2.1774047356571486
u1 3 2.6841132681003566
u1 4 2.6754486007521869
u1 5 1.6018165144638701
u1 6 -0.75087758983719688
u1 7 -2.9131156444479998
u1 8 2.8596959785275393
u1 9 -0.20235592746463205
u1 10 0.67797870165977159
u1 11 1.1585403482110035
u1 12 2.2723001992275336
u1 13 -1.8176702408777068
u1 14 -0.017488619069148115
u1 15 -2.7704984856778636
u1 16 -2.7756512947175365
u1 17 2.0698465321551156
u1 18 0.93810021113270459
u1 19 0.82641509918750256
u1 20 2.7715827322270186
u1 21 -0.21586350191487291
u1 22 -0.39107829629834523
u1 23 0.12947856784330902
u1 24 0.77739648105940695
u1 25 1.5758615891278358
u1 26 -1.0505939262820276
u1 27 2.1107358659393354
u1 28 2.1115294147282233
u1 29 -2.3215192144231596
u1 30 -1.4539091339460573
u1 31 -0.27740654970646705
u1 32 -1.6372549066603614
u1 33 -2.3405625717229306
u1 34 -2.899259357890581
u1 35 -1.4122879737475946
u1 36 2.4874008239762433
u1 37 3.021223087531256
u1 38 -0.72210993564575432
u1 39 -2.6417598503049451
u1 40 -0.63615632325922
u1 41 -2.4638850917933972
u1 42 2.3243931791656207
u1 43 -0.67298304735847658
u1 44 -0.44850349986621474
u1 45 -1.1283077942350417
u1 46 0.44057545528326791
u1 47 1.3009983228112372
u1 48 -2.0325285680925855
u1 49 2.8992535594482609
u1 50 -2.4275065664225703
u1 51 2.2331355486193698
u1 52 0.84141300466900937
u1 53 1.3288930050641889
u1 54 0.39887273585398386
u1 55 0.85937531122699973
u1 56 -2.200770874834113
u1 57 2.0494597874565335
u1 58 -0.35711265018322003
u1 59 2.9908280101450693
u1 60 -0.3967494098054134
u1 61 0.10480094233662829
u1 62 2.5443246021708585
u1 63 0.58481935702028132
cx 0 1
u1 1 1.5121573769975818
cx 0 1
cx 1 2
u1 2 -1.7048119030781068
cx 1 2
cx 2 3
u1 3 -0.43954777840421855
cx 2 3
cx 3 4
u1 4 -0.38326706727833582
cx 3 4
cx 4 5
u1 5 -1.6242057937575929
cx 4 5
cx 5 6
u1 6 0.064670021628387531
cx 5 6
cx 6 7
u1 7 2.2477552021425913
cx 6 7
cx 7 8
u1 8 0.33636819151618447
cx 7 8
cx 8 9
u1 9 1.2826912765362071
cx 8 9
cx 9 10
u1 10 -1.6944398023362588
cx 9 10
cx 10 11
u1 11 -1.286900054950447
cx 10 11
cx 11 12
u1 12 1.8204902327488144
cx 11 12
cx 12 13
u1 13 1.5871001565463434
cx 12 13
cx 13 14
u1 14 3.0330559357710403
cx 13 14
cx 14 15
u1 15 0.49879235595711346
cx 14 15
