64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 0.60442808765653488
u1 1 1.0751414581876073
u1 2 1.1932223050183746
u1 3 -1.5047803974589034
u1 4 2.0514789463472773
u1 5 -0.49665429451793858
u1 6 -2.0367113192485107
u1 7 2.5382963820458775
u1 8 0.86736947919125029
u1 9 0.84447685156764152
u1 10 -0.1376737534414314
u1 11 0.086214388437317879
u1 12 1.2438421463996487
u1 13 2.2834615118345596
u1 14 1.3663535085788006
u1 15 0.39544183912838804
u1 16 -2.5758248504897301
u1 17 -0.57860112357867699
u1 18 0.300986050657297
u1 19 -2.985950685070657
u1 20 -1.2604288001603674
u1 21 -0.14995073447076024
u1 22 -1.9163437990581293
u1 23 -0.37428716358900083
u1 24 -2.5771639393861285
u1 25 -1.2801338251881562
u1 26 2.1998053602048486
u1 27 0.063443612961713747
u1 28 -2.6252257474615011
u1 29 -2.0757150430429387
u1 30 -1.5880209298962962
u1 31 0.30161211091198048
u1 32 1.4706429741312039
u1 33 -0.25080807851400611
u1 34 0.7238526709620996
u1 35 2.8963767650826728
u1 36 0.37244654228765217
u1 37 -2.9551708034341626
u1 38 -2.2190109354358167
u1 39 -0.21084597786586023
u1 40 0.94858480121634337
u1 41 -0.84078414154817693
u1 42 0.54386884994284834
u1 43 -0.22823045067826087
u1 44 -1.3633578453033963
u1 45 -2.395325885717086
u1 46 1.3026350346227069
u1 47 -2.7642826106209775
u1 48 0.72459947870593844
u1 49 -2.4097079827596399
u1 50 -1.7037643757675749
u1 51 0.59261501339326994
u1 52 -0.50374596820488193
u1 53 -0.29168684130119527
u1 54 1.4499842115120396
u1 55 1.9266658380698125
u1 56 0.65458170313303299
u1 57 -1.0313415994154926
u1 58 2.3826192643152564
u1 59 1.3720451070033466
u1 60 1.2763414189702971
u1 61 2.3358139589050624
u1 62 1.627713752051168
u1 63 1.9600100442500441
cx 0 1
u1 1 0.17473763870273729
cx 0 1
cx 1 2
u1 2 0.68072267725087343
cx 1 2
cx 2 3
u1 3 0.93377190170812163
cx 2 3
cx 3 4
u1 4 -1.7318033366565637
cx 3 4
cx 4 5
u1 5 0.69663597157911195
cx 4 5
cx 5 6
u1 6 0.49565901293081982
cx 5 6
cx 6 7
u1 7 -2.9750831629907069
cx 6 7
cx 7 8
u1 8 -2.1385132732165761
cx 7 8
cx 8 9
u1 9 0.42029611004490519
cx 8 9
cx 9 10
u1 10 0.12005045146685411
cx 9 10
cx 10 11
u1 11 1.8963645830205476
cx 10 11
cx 11 12
u1 12 0.76272130003561145
cx 11 12
cx 12 13
u1 13 -2.4649399499468458
cx 12 13
cx 13 14
u1 14 2.1157642234465754
cx 13 14
cx 14 15
u1 15 0.37184632044611732
cx 14 15
cx 15 16
u1 16 -1.3033737971415391
cx 15 16
cx 16 17
u1 17 -0.87569043343195396
cx 16 17
cx 17 18
u1 18 -1.858482832203709
cx 17 18
cx 18 19
u1 19 3.0988586901051063
cx 18 19
cx 19 20
u1 20 -2.7469110661043619
cx 19 20
cx 20 21
u1 21 2.1843454276577234
cx 20 21
cx 21 22
u1 22 2.7495923009333634
cx 21 22
cx 22 23
u1 23 -2.1285554929502073
cx 22 23
cx 23 24
u1 24 0.62447018165855361
cx 23 24
cx 24 25
u1 25 -0.41768840587475964
cx 24 25
cx 25 26
u1 26 -1.2263187413708989
cx 25 26
cx 26 27
u1 27 0.30527642731446747
cx 26 27
cx 27 28
u1 28 -1.5341072633641506
cx 27 28
cx 28 29
u1 29 -1.681328673998328
cx 28 29
cx 29 30
u1 30 -1.7238404817056168
cx 29 30
cx 30 31
u1 31 -2.318141892791127
cx 30 31
cx 31 32
u1 32 -1.0071736143807222
cx 31 32
cx 32 33
u1 33 2.4970244518819094
cx 32 33
cx 33 34
u1 34 2.2446821184180816
cx 33 34
cx 34 35
u1 35 2.2848090308154969
cx 34 35
cx 35 36
u1 36 -1.7548224599832434
cx 35 36
cx 36 37
u1 37 -1.6308391056616018
cx 36 37
cx 37 38
u1 38 0.2830855369309182
cx 37 38
cx 38 39
u1 39 -0.60735757582712324
cx 38 39
cx 39 40
u1 40 2.645836605113999
cx 39 40
cx 40 41
u1 41 1.9798221932306377
cx 40 41
cx 41 42
u1 42 -1.7570436784367598
cx 41 42
cx 42 43
u1 43 -0.45737513251872386
cx 42 43
cx 43 44
u1 44 0.27660812374831689
cx 43 44
cx 44 45
u1 45 -1.7502392526851056
