64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -0.042961194827880078
u1 1 -2.2320484681027786
u1 2 -2.7306302026647735
u1 3 -2.4385693769758419
u1 4 -2.1076806392098808
u1 5 1.8629028027427381
u1 6 -2.3352658563932494
u1 7 0.36234040344176233
u1 8 -1.1414804987833342
u1 9 -2.5251130100686998
u1 10 -1.9515466471084126
u1 11 2.2565251392755048
u1 12 1.7566541524407313
u1 13 -0.46801843121768893
u1 14 -0.27232267184847458
u1 15 -1.4376067549820668
u1 16 -2.8294512417833104
u1 17 0.21833190139309533
u1 18 2.7002578387553662
u1 19 1.0468239992384225
u1 20 -2.7540067896112923
u1 21 -0.31179055334440697
u1 22 -0.97894024731483498
u1 23 1.7570105794792767
u1 24 -0.89689989158135197
u1 25 0.35285627030118505
u1 26 1.3245823169671258
u1 27 -0.78552111656784973
u1 28 -2.3124814603539123
u1 29 -2.5968512788210543
u1 30 0.86606161616044908
u1 31 -3.1055146448072999
u1 32 -0.96068270055000404
u1 33 0.74094339947436438
u1 34 -0.075199373391950708
u1 35 -1.9124810869246369
u1 36 -1.1559657540680091
u1 37 -2.5656430499284051
u1 38 1.7630528497157005
u1 39 -3.0009522663606614
u1 40 -0.21158077104520778
u1 41 -1.1657845763707506
u1 42 0.36204519387705703
u1 43 -1.8159249217898399
u1 44 -1.533615531442619
u1 45 -1.4696582544821828
u1 46 2.8009651899472465
u1 47 -2.2750499502469301
u1 48 0.93276364169837134
u1 49 0.29993806377131449
u1 50 0.60938011644536516
u1 51 -1.5037051967184993
u1 52 -1.7573032349589219
u1 53 0.19301124894060084
u1 54 -1.3614772580291987
u1 55 2.7396588494992176
u1 56 -1.8311224297986106
u1 57 -2.205685470728266
u1 58 -1.0918821472659044
u1 59 2.3433897953209923
u1 60 2.7667210816167165
u1 61 -2.0882479271542316
u1 62 -1.2042673037973168
u1 63 2.4797461812529402
cx 0 1
u1 1 -0.017692311469591715
cx 0 1
cx 1 2
u1 2 1.3334167632657792
cx 1 2
cx 2 3
u1 3 -0.84450065637271265
cx 2 3
cx 3 4
u1 4 -2.1609191860805339
cx 3 4
cx 4 5
u1 5 2.0226018763528941
cx 4 5
cx 5 6
u1 6 -2.2372721223871821
cx 5 6
cx 6 7
u1 7 -0.33668285422146127
cx 6 7
cx 7 8
u1 8 1.0095887115695579
cx 7 8
cx 8 9
u1 9 0.17189185368785953
cx 8 9
cx 9 10
u1 10 1.4514737922286356
cx 9 10
cx 10 11
u1 11 -0.60650442793609116
cx 10 11
cx 11 12
u1 12 0.91607140214008886
cx 11 12
cx 12 13
u1 13 -2.3564420595581517
cx 12 13
cx 13 14
u1 14 -2.1513615986255648
cx 13 14
cx 14 15
u1 15 -2.9867783366316498
cx 14 15
cx 15 16
u1 16 2.1861011411574935
cx 15 16
cx 16 17
u1 17 -1.619477547484216
cx 16 17
cx 17 18
u1 18 -0.092166512158552427
cx 17 18
cx 18 19
u1 19 -0.5956390285255686
cx 18 19
cx 19 20
u1 20 -1.7025898159905382
cx 19 20
cx 20 21
u1 21 -1.5311678038309795
cx 20 21
cx 21 22
u1 22 -2.9232783883640296
cx 21 22
cx 22 23
u1 23 0.47095880459928274
cx 22 23
cx 23 24
u1 24 -2.4086575951262645
cx 23 24
cx 24 25
u1 25 0.9852438801383947
cx 24 25
cx 25 26
u1 26 0.59054366959806615
cx 25 26
cx 26 27
u1 27 1.5817341038088308
cx 26 27
cx 27 28
u1 28 0.88782466670304672
cx 27 28
cx 28 29
u1 29 2.5620150995745439
cx 28 29
cx 29 30
u1 30 -0.78353953683193467
cx 29 30
cx 30 31
u1 31 -0.81074022567325521
cx 30 31
cx 31 32
u1 32 1.5635727550466476
cx 31 32
cx 32 33
u1 33 -2.0138145942625973
cx 32 33
cx 33 34
u1 34 1.2156505010022256
cx 33 34
cx 34 35
u1 35 3.0145094573980344
cx 34 35
cx 35 36
u1 36 3.1237691370789094
cx 35 36
cx 36 37
u1 37 0.78080834484000827
cx 36 37
cx 37 38
u1 38 0.071932684143336978
cx 37 38
cx 38 39
u1 39 -0.19864609481155693
cx 38 39
cx 39 40
u1 40 2.1362296477885945
cx 39 40
cx 40 41
u1 41 -0.36356956913861005
cx 40 41
cx 41 42
u1 42 0.56859118684267607
cx 41 42
cx 42 43
u1 43 -2.6744846922319025
cx 42 43
cx 43 44
u1 44 -2.6355663491459556
cx 43 44
cx 44 45
u1 45 2.4446716400835911
cx 44 45
cx 45 46
u1 46 0.10517177641423003
cx 45 46
cx 46 47
u1 47 1.069208679721676
cx 46 47
cx 47 48
u1 48 -0.96074502876432533
cx 47 48
cx 48 49
u1 49 2.7914765663506635
cx 48 49
cx 49 50
u1 50 0.021774280483556119
cx 49 50
cx 50 51
u1 51 1.6261961089610288
cx 50 51
cx 51 52
u1 52 -0.21322127014698822
cx 51 52
cx 52 53
u1 53 0.50970325396077776
cx 52 53
cx 53 54
u1 54 2.830628335870319
cx 53 54
cx 54 55
u1 55 -0.63435242088845278
cx 54 55
cx 55 56
u1 56 -1.8104600017857084
cx 55 56
cx 56 57
u1 57 0.74056235889178801
cx 56 57
cx 57 58
u1 58 2.7831782041657718
cx 57 58
cx 58 59
u1 59 -2.4049376297829168
cx 58 59
cx 59 60
u1 60 1.5238621520471436
cx 59 60
cx 60 61
u1 61 -2.1482426834062291
cx 60 61
cx 61 62
u1 62 -1.1958653264124881
cx 61 62
cx 62 63
u1 63 -0.70914353281193721
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
