64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 0.94614238854303601
u1 1 2.0009069884019803
u1 2 3.0771139409251997
u1 3 0.58110961933860938
u1 4 -2.2367327225529916
u1 5 1.3999459901788018
u1 6 -0.066301278950779974
u1 7 1.838034174069834
u1 8 2.9441493681789908
u1 9 -0.7991977442111855
u1 10 2.4808910028856026
u1 11 -1.9610247834448993
u1 12 0.73658817069204252
u1 13 -1.1100855064918616
u1 14 -2.3811296510729818
u1 15 -1.2518737657374004
u1 16 1.3635721800682887
u1 17 -2.0408687172886486
u1 18 1.9668013033985456
u1 19 -2.7190479175765954
u1 20 3.1144808792727146
u1 21 -0.37376105581503083
u1 22 2.3411228052413371
u1 23 2.6790897422282658
u1 24 -2.0623377299710182
u1 25 0.64216201328474609
u1 26 -1.7307042572326079
u1 27 1.6962581525217484
u1 28 1.1344833485915258
u1 29 -2.2555929440784617
u1 30 -1.1119236602306275
u1 31 -2.016066453465287
u1 32 -0.45437583589745856
u1 33 -0.42053131052026593
u1 34 -0.27744620136402531
u1 35 -0.17106633005091876
u1 36 -0.31299406702470245
u1 37 -1.3576681614060906
u1 38 1.7379647615369427
u1 39 0.39383100517882053
u1 40 2.2643123513886678
u1 41 -0.35561041234787005
u1 42 -0.54350871989509475
u1 43 -0.33341365520433186
u1 44 -0.85124811510366172
u1 45 -0.51318522948123579
u1 46 1.3362456646892706
u1 47 2.2682402887415876
u1 48 2.9104220937328087
u1 49 -0.55912777379193557
u1 50 2.3147404759742054
u1 51 2.0884375738476373
u1 52 -1.5570960141597219
u1 53 1.5728433979944692
u1 54 -1.5704274177520352
u1 55 -2.09710077219761
u1 56 -2.9775832929486494
u1 57 -2.1643393060473377
u1 58 0.0085662610336401102
u1 59 -1.0498258946700059
u1 60 -0.45862082044744634
u1 61 2.7918638945979071
u1 62 -0.90396828304087595
u1 63 -0.075382545037818716
cx 0 1
u1 1 3.0691629408820664
cx 0 1
cx 1 2
u1 2 0.90285037193043571
cx 1 2
cx 2 3
u1 3 -1.4016331575516618
cx 2 3
cx 3 4
u1 4 -2.0864801424403652
cx 3 4
cx 4 5
u1 5 2.206238546767139
cx 4 5
cx 5 6
u1 6 1.302548387336083
cx 5 6
cx 6 7
u1 7 3.0472926634320867
cx 6 7
cx 7 8
u1 8 0.89997415421266069
cx 7 8
cx 8 9
u1 9 1.0976518252974721
cx 8 9
cx 9 10
u1 10 1.4139017207222793
cx 9 10
cx 10 11
u1 11 -2.450227710188746
cx 10 11
cx 11 12
u1 12 -2.2877078590900322
cx 11 12
cx 12 13
u1 13 2.9745702152530544
cx 12 13
cx 13 14
u1 14 -0.6859366208656752
cx 13 14
cx 14 15
u1 15 -0.70092106063804849
cx 14 15
cx 15 16
u1 16 -2.0673287146116102
cx 15 16
cx 16 17
u1 17 -2.0793459882928942
cx 16 17
cx 17 18
u1 18 0.14733911614102091
cx 17 18
cx 18 19
u1 19 -0.40748349960617958
cx 18 19
cx 19 20
u1 20 1.0862355730862001
cx 19 20
cx 20 21
u1 21 2.2837936335114266
cx 20 21
cx 21 22
u1 22 1.7678149563840542
cx 21 22
cx 22 23
u1 23 1.1863336656723522
cx 22 23
cx 23 24
u1 24 1.979164471562231
cx 23 24
cx 24 25
u1 25 -1.3889837772497939
cx 24 25
cx 25 26
u1 26 0.92204493112757646
cx 25 26
cx 26 27
u1 27 -1.0287500566679872
cx 26 27
cx 27 28
u1 28 0.73053012783745874
cx 27 28
cx 28 29
u1 29 -2.5523187826176592
cx 28 29
cx 29 30
u1 30 2.0592517841513356
cx 29 30
cx 30 31
u1 31 2.0716882374365415
cx 30 31
cx 31 32
u1 32 0.86827154850880905
cx 31 32
cx 32 33
u1 33 2.1805454954451804
cx 32 33
cx 33 34
u1 34 -0.43442780800010627
cx 33 34
cx 34 35
u1 35 2.6287725910450641
cx 34 35
cx 35 36
u1 36 0.33951532771822091
cx 35 36
cx 36 37
u1 37 -0.051166452899236603
cx 36 37
cx 37 38
u1 38 -2.9061408326514724
cx 37 38
cx 38 39
u1 39 -3.0987480114326402
cx 38 39
cx 39 40
u1 40 1.3025516511112352
cx 39 40
cx 40 41
u1 41 2.3781794166532881
cx 40 41
cx 41 42
u1 42 0.68667800709573434
cx 41 42
cx 42 43
u1 43 2.0152834930739036
cx 42 43
cx 43 44
u1 44 1.4057170680467941
cx 43 44
cx 44 45
u1 45 -0.64464793423366551
cx 44 45
cx 45 46
u1 46 1.4343252043033896
cx 45 46
cx 46 47
u1 47 -2.4906070884171774
cx 46 47
cx 47 48
u1 48 -2.9615960202688214
cx 47 48
cx 48 49
u1 49 -1.694562954640114
cx 48 49
cx 49 50
u1 50 -2.5971454713300095
cx 49 50
cx 50 51
u1 51 -0.77273669993239258
cx 50 51
cx 51 52
u1 52 2.3965592077995588
cx 51 52
cx 52 53
u1 53 1.5400371311494911
cx 52 53
cx 53 54
u1 54 1.981178381471147
cx 53 54
cx 54 55
u1 55 -2.5682760317623941
cx 54 55
cx 55 56
u1 56 -0.98750856266968823
cx 55 56
cx 56 57
u1 57 -1.8593184488851686
cx 56 57
cx 57 58
u1 58 1.5639485290250628
cx 57 58
cx 58 59
u1 59 1.7983466385881506
cx 58 59
cx 59 60
u1 60 -2.1149012970569085
cx 59 60
cx 60 61
u1 61 2.7882870517168996
cx 60 61
cx 61 62
u1 62 1.0557701361461311
cx 61 62
cx 62 63
u1 63 1.7858487956964026
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
