64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -2.885790106213002
u1 1 -1.9970081845547671
u1 2 1.6826353876907394
u1 3 -0.69117515920122408
u1 4 0.0033781479388581559
u1 5 1.7993505142952602
u1 6 -0.7119717954736231
u1 7 -2.1783610402257798
u1 8 2.3033527476730562
u1 9 -0.21331647898302286
u1 10 0.18653446866454715
u1 11 -3.1039500337498729
u1 12 3.0687844231151296
u1 13 0.37341223376391586
u1 14 2.4145600267861669
u1 15 3.007176211280278
u1 16 -1.8228841399760274
u1 17 -0.19410419338246676
u1 18 1.5039684761582128
u1 19 0.031102161672105666
u1 20 -2.220123594068915
u1 21 2.6260719555620344
u1 22 -2.0623139413436942
u1 23 -2.0249340245175844
u1 24 0.22294170654642897
u1 25 3.0002719383927374
u1 26 -0.44744931576449076
u1 27 2.2002347701008729
u1 28 -0.39201555930027787
u1 29 -2.1332873144881566
u1 30 0.90192053399340111
u1 31 0.73938340828615701
u1 32 -2.9365851621462635
u1 33 1.247374882508903
u1 34 -1.4531935471753332
u1 35 0.54212362347118881
u1 36 2.4018815470577088
u1 37 3.0296001822469805
u1 38 -2.4722383780382238
u1 39 -1.9122091857252279
u1 40 -0.92056899736282816
u1 41 -0.29093460471025584
u1 42 -0.35042415128135151
u1 43 2.6942802126564835
u1 44 2.9448907382594829
u1 45 2.7394508440529277
u1 46 -3.0260895692032337
u1 47 -1.8670423484620455
u1 48 0.14227795060412429
u1 49 2.2136741111789391
u1 50 0.94953257001234626
u1 51 -2.5388472571332894
u1 52 0.50231885591379744
u1 53 2.3913852745369786
u1 54 -2.5243829840237133
u1 55 -1.3480530119192364
u1 56 2.6613680166322728
u1 57 2.7304426366018504
u1 58 -2.2906425257850103
u1 59 2.7550521955033029
u1 60 0.39934840393642901
u1 61 1.930501401998086
u1 62 1.4664067613749872
u1 63 1.4600909980629071
cx 0 1
u1 1 1.1199443071499644
cx 0 1
cx 1 2
u1 2 -0.075569558207181586
cx 1 2
cx 2 3
u1 3 -0.86998404034753563
cx 2 3
cx 3 4
u1 4 -0.5292766630261827
cx 3 4
cx 4 5
u1 5 1.4578880606709541
cx 4 5
cx 5 6
u1 6 1.6591651185464329
cx 5 6
cx 6 7
u1 7 -2.7183162859880028
cx 6 7
cx 7 8
u1 8 -0.22518566835001774
cx 7 8
cx 8 9
u1 9 2.9310588001207405
cx 8 9
cx 9 10
u1 10 -2.2534476207501513
cx 9 10
cx 10 11
u1 11 -2.6999681142788106
cx 10 11
cx 11 12
u1 12 1.2443094706424418
cx 11 12
cx 12 13
u1 13 2.3592749995653826
cx 12 13
cx 13 14
u1 14 -2.535705079415373
cx 13 14
cx 14 15
u1 15 -0.044400101177700435
cx 14 15
cx 15 16
u1 16 -2.6432687748223387
cx 15 16
cx 16 17
u1 17 0.94420208547464846
cx 16 17
cx 17 18
u1 18 2.356675563648821
cx 17 18
cx 18 19
u1 19 -0.74768112458447034
cx 18 19
cx 19 20
u1 20 1.0172609018924237
cx 19 20
cx 20 21
u1 21 2.0017744572548999
cx 20 21
cx 21 22
u1 22 1.94929387380175
cx 21 22
cx 22 23
u1 23 -0.59501640025915759
cx 22 23
cx 23 24
u1 24 -2.2225355360322983
cx 23 24
cx 24 25
u1 25 0.0040595885167640233
cx 24 25
cx 25 26
u1 26 0.71821752980681719
cx 25 26
cx 26 27
u1 27 -0.93153447244662857
cx 26 27
cx 27 28
u1 28 -1.7485942136388535
cx 27 28
cx 28 29
u1 29 1.6645346283061748
cx 28 29
cx 29 30
u1 30 0.15439126356878052
cx 29 30
cx 30 31
u1 31 0.85181373734513244
cx 30 31
cx 31 32
u1 32 3.1015421420495044
cx 31 32
cx 32 33
u1 33 1.9910455770658479
cx 32 33
cx 33 34
u1 34 3.0543309618928518
cx 33 34
cx 34 35
u1 35 -1.8138621223386835
cx 34 35
cx 35 36
u1 36 -2.908800467903129
cx 35 36
cx 36 37
u1 37 -1.2104503538240232
cx 36 37
cx 37 38
u1 38 2.1337298583962063
cx 37 38
cx 38 39
u1 39 -0.26799947427913384
cx 38 39
cx 39 40
u1 40 2.5634467155045648
cx 39 40
cx 40 41
u1 41 2.0972281712480072
cx 40 41
cx 41 42
u1 42 1.70683383208676
cx 41 42
cx 42 43
u1 43 -0.1803955834782105
cx 42 43
cx 43 44
u1 44 -0.30763370856942451
cx 43 44
cx 44 45
u1 45 1.8085963322257439
cx 44 45
cx 45 46
u1 46 1.2517769476185938
cx 45 46
cx 46 47
u1 47 -2.3669302840638302
cx 46 47
cx 47 48
u1 48 -2.392982636347043
cx 47 48
cx 48 49
u1 49 2.9283786899693474
cx 48 49
cx 49 50
u1 50 -0.2547920740806795
cx 49 50
cx 50 51
u1 51 -0.60581165422967231
cx 50 51
cx 51 52
u1 52 0.053529846098511413
cx 51 52
cx 52 53
u1 53 -1.4861300006368161
cx 52 53
cx 53 54
u1 54 -2.1050367060867927
cx 53 54
cx 54 55
u1 55 2.7423100309278814
cx 54 55
cx 55 56
u1 56 2.9211441857556828
cx 55 56
cx 56 57
u1 57 2.136172755318011
cx 56 57
cx 57 58
u1 58 -1.8779224258880181
cx 57 58
cx 58 59
u1 59 -2.7778009255645664
cx 58 59
cx 59 60
u1 60 -0.70662372045342625
cx 59 60
cx 60 61
u1 61 2.0697789775937352
cx 60 61
cx 61 62
u1 62 2.3054120257805826
cx 61 62
cx 62 63
u1 63 2.1357274772582286
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
