64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 -0.231373500392559
u1 1 -1.6677336544859562
u1 2 2.900796774332477
u1 3 -3.0544814509386669
u1 4 -1.8246157461166064
u1 5 -0.094112988678108495
u1 6 1.6031907259645273
u1 7 2.6389746554937896
u1 8 1.2364370357526155
u1 9 1.7624587234784244
u1 10 -1.4840053379558817
u1 11 -2.9225920806239678
u1 12 -0.35453206926692893
u1 13 -0.47965578862003078
u1 14 -2.8599846678578906
u1 15 -3.1019725420330468
u1 16 1.4016141230791366
u1 17 0.96618268101009663
u1 18 2.5202667175662459
u1 19 2.5538450510225905
u1 20 -1.6454040304556967
u1 21 1.1575874650542044
u1 22 0.034286143367735278
u1 23 1.9964161274773424
u1 24 -1.3534034781250286
u1 25 2.9456723058801524
u1 26 3.127098060522858
u1 27 0.89482068563033756
u1 28 -2.7285563941447206
u1 29 -0.57106503099486172
u1 30 1.6601439736115475
u1 31 -2.6180862373762785
u1 32 -1.0979601307251947
u1 33 2.5340121513553671
u1 34 3.1182274393499214
u1 35 -2.4253571924338528
u1 36 2.1659278452614537
u1 37 -1.7035398397785784
u1 38 0.051178096468769141
u1 39 1.3204066350045061
u1 40 1.8463620755585683
u1 41 2.8720628589793069
u1 42 2.6552538462500808
u1 43 2.2519979026737929
u1 44 2.1297409704176551
u1 45 2.3349486829566519
u1 46 1.9203215228365149
u1 47 2.2594303277378724
u1 48 2.0204979893021751
u1 49 -2.8654516984633247
u1 50 -1.6764848743384917
u1 51 -0.51804372516932862
u1 52 -1.903745113389677
u1 53 -2.2270350802880685
u1 54 0.23725734512379493
u1 55 -2.633437759468757
u1 56 -2.0727739537544636
u1 57 -2.6472952712338853
u1 58 -1.5681603119952321
u1 59 1.3511593211516164
u1 60 1.9311266256369333
u1 61 -0.53753511987867597
u1 62 -0.045342489047515144
u1 63 -0.74835825599635619
cx 0 1
u1 1 -2.1813992274575029
cx 0 1
cx 1 2
u1 2 -2.3255420055533302
cx 1 2
cx 2 3
u1 3 0.28927592379071942
cx 2 3
cx 3 4
u1 4 -0.47294904737500632
cx 3 4
cx 4 5
u1 5 -0.97583633570765471
cx 4 5
cx 5 6
u1 6 1.3905767164960494
cx 5 6
cx 6 7
u1 7 -1.3833159897849736
cx 6 7
cx 7 8
u1 8 0.6290873295297521
cx 7 8
cx 8 9
u1 9 -0.89603060625026743
cx 8 9
cx 9 10
u1 10 -3.0974238810564447
cx 9 10
cx 10 11
u1 11 1.7705013648956536
cx 10 11
cx 11 12
u1 12 -1.0559434487888142
cx 11 12
cx 12 13
u1 13 -0.19155240511455141
cx 12 13
cx 13 14
u1 14 -2.3092325135131446
cx 13 14
cx 14 15
u1 15 1.546375153944723
cx 14 15
cx 15 16
u1 16 -2.2010052338365873
cx 15 16
cx 16 17
u1 17 -2.1600787839178017
cx 16 17
cx 17 18
u1 18 -2.6966900830401794
cx 17 18
cx 18 19
u1 19 -2.9961669595244578
cx 18 19
cx 19 20
u1 20 1.5553352568015646
cx 19 20
cx 20 21
u1 21 2.5178776929403668
cx 20 21
cx 21 22
u1 22 -1.170616809776071
cx 21 22
cx 22 23
u1 23 0.17133664188576958
cx 22 23
cx 23 24
u1 24 0.34050681009371164
cx 23 24
cx 24 25
u1 25 -1.8349931914305631
cx 24 25
cx 25 26
u1 26 1.6723769555342907
cx 25 26
cx 26 27
u1 27 -0.15899513296764134
cx 26 27
cx 27 28
u1 28 -2.0753166553576881
cx 27 28
cx 28 29
u1 29 -1.6157356718019791
cx 28 29
cx 29 30
u1 30 0.012531599225380496
cx 29 30
cx 30 31
u1 31 2.8374497707529169
cx 30 31
cx 31 32
u1 32 0.215340213172869
cx 31 32
cx 32 33
u1 33 1.6519654038035654
cx 32 33
cx 33 34
u1 34 -1.2721416029698926
cx 33 34
cx 34 35
u1 35 -2.8874313838254313
cx 34 35
cx 35 36
u1 36 0.048271104121836217
cx 35 36
cx 36 37
u1 37 -1.0974359067072097
cx 36 37
cx 37 38
u1 38 0.90548563976807905
cx 37 38
cx 38 39
u1 39 -2.6233781191934487
cx 38 39
cx 39 40
u1 40 -0.52381287917989283
cx 39 40
cx 40 41
u1 41 0.24542465245436862
cx 40 41
cx 41 42
u1 42 2.2472510041109546
cx 41 42
cx 42 43
u1 43 3.0962944740708025
cx 42 43
cx 43 44
u1 44 0.31229278467930577
cx 43 44
cx 44 45
u1 45 -1.5386721282744273
cx 44 45
cx 45 46
u1 46 0.38868420355658811
cx 45 46
cx 46 47
u1 47 0.14406913927961851
cx 46 47
cx 47 48
u1 48 -0.10158421634722536
cx 47 48
cx 48 49
u1 49 -0.80013945262151243
cx 48 49
cx 49 50
u1 50 2.8369384945894405
cx 49 50
cx 50 51
u1 51 -0.59307208637932729
cx 50 51
cx 51 52
u1 52 -0.58791894963033398
cx 51 52
cx 52 53
u1 53 1.0976168163049698
cx 52 53
cx 53 54
u1 54 -0.30739302261812879
cx 53 54
cx 54 55
u1 55 0.37875053632924027
cx 54 55
cx 55 56
u1 56 -0.82897009612861794
cx 55 56
cx 56 57
u1 57 1.4334548025056471
cx 56 57
cx 57 58
u1 58 0.8193527058867609
cx 57 58
cx 58 59
u1 59 3.0777918448592381
cx 58 59
cx 59 60
u1 60 0.67836160688814218
cx 59 60
cx 60 61
u1 61 3.1237306987016229
cx 60 61
cx 61 62
u1 62 0.2723557163607726
cx 61 62
cx 62 63
u1 63 -3.0228251081948265
cx 62 63
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
