64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 2.9948461900123533
u1 1 -0.71842557451266309
u1 2 -1.9930866763603419
u1 3 -0.24677881337888519
u1 4 -2.5301007482517912
u1 5 1.1537197361325919
u1 6 -2.0048733235135003
u1 7 2.8098048637846667
u1 8 2.6905140625621251
u1 9 -0.90951100696206844
u1 10 0.85693493238786278
u1 11 2.4706958248873461
u1 12 -3.1397357636098899
u1 13 -1.3144600886239708
u1 14 0.46493134988616092
u1 15 0.65823775704590837
u1 16 1.4242028924170427
u1 17 -2.2510485004027005
u1 18 -0.44138923710545974
u1 19 -0.83073900588994398
u1 20 -3.0930693261309816
u1 21 0.8390874946000082
u1 22 -2.2477245286565859
u1 23 -2.1015796146398316
u1 24 1.372289380470346
u1 25 -1.7976175056917745
u1 26 -2.9760786368933765
u1 27 -2.9236352162565904
u1 28 1.0967050422416786
u1 29 2.1638701171492851
u1 30 1.8432586262354267
u1 31 2.9897125673818001
u1 32 2.9067394494219414
u1 33 2.0501896690652561
u1 34 1.9890197692214056
u1 35 0.46564015947079973
u1 36 -0.31824469402793132
u1 37 -0.98746126344491092
u1 38 -0.59171112353785738
u1 39 0.16531207001558723
u1 40 -1.4387823715776351
u1 41 -1.9083189027236189
u1 42 -1.7162956313868909
u1 43 -2.1332824825928256
u1 44 -0.39481764877446235
u1 45 -1.0893617802463158
u1 46 -3.0839806644119725
u1 47 -1.4348346456109553
u1 48 -0.17130168250230149
u1 49 0.12482863253430487
u1 50 -2.6326114937426919
u1 51 -0.48040269420283899
u1 52 0.43143515073041527
u1 53 -0.45724555291917746
u1 54 -2.8350252007424022
u1 55 -1.2416419157448164
u1 56 1.7247733727191736
u1 57 1.7638675900533229
u1 58 0.97498666040369741
u1 59 -2.5823905970041832
u1 60 0.79753410523535972
u1 61 2.3871624995554939
u1 62 -0.96686883052736405
u1 63 -2.7420271599876838
cx 0 1
u1 1 -0.69761624709522962
cx 0 1
cx 1 2
u1 2 1.0870325247032646
cx 1 2
cx 2 3
u1 3 -2.8539313866568961
cx 2 3
cx 3 4
u1 4 0.56770057934778695
cx 3 4
cx 4 5
u1 5 -2.3446723642813407
cx 4 5
cx 5 6
u1 6 -0.59066360740223622
cx 5 6
cx 6 7
u1 7 -0.79971582899595495
cx 6 7
cx 7 8
u1 8 -1.6911688552521325
cx 7 8
cx 8 9
u1 9 2.0432790449864857
cx 8 9
