64 381
h 0
h 1
h 2
h 3
h 4
h 5
h 6
h 7
h 8
h 9
h 10
h 11
h 12
h 13
h 14
h 15
h 16
h 17
h 18
h 19
h 20
h 21
h 22
h 23
h 24
h 25
h 26
h 27
h 28
h 29
h 30
h 31
h 32
h 33
h 34
h 35
h 36
h 37
h 38
h 39
h 40
h 41
h 42
h 43
h 44
h 45
h 46
h 47
h 48
h 49
h 50
h 51
h 52
h 53
h 54
h 55
h 56
h 57
h 58
h 59
h 60
h 61
h 62
h 63
u1 0 2.9518849951844728
u1 1 -2.9504740426154417
u1 2 1.5594684281544708
u1 3 -2.6853481903547269
u1 4 1.6454039197179142
u1 5 3.0166225388753301
u1 6 1.9430461272728374
u1 7 -3.1110400399531573
u1 8 1.5490335637787904
u1 9 2.8485612901488175
u1 10 -1.0946117147205499
u1 11 -1.5559643430167345
u1 12 -1.3830816111691586
u1 13 -1.7824785198416602
u1 14 0.19260867803768633
u1 15 -0.77936899793615844
u1 16 -1.4052483493662669
u1 17 -2.0327165990096052
u1 18 2.2588686016499064
u1 19 0.21608499334847853
u1 20 0.43610919143731319
u1 21 0.52729694125560123
u1 22 3.0565205312081654
u1 23 -0.34456903516055504
u1 24 0.47538948888899402
u1 25 -1.4447612353905894
u1 26 -1.6514963199262516
u1 27 2.5740289743551461
u1 28 -1.2157764181122337
u1 29 -0.43298116167176914
u1 30 2.7093202423958758
u1 31 -0.11580207742549931
u1 32 1.9460567488719374
u1 33 2.791133068539621
u1 34 1.9138203958294553
u1 35 -1.4468409274538381
u1 36 -1.4742104480959402
u1 37 2.7300809938062702
u1 38 1.1713417261778432
u1 39 -2.8356401963450741
u1 40 -1.6503631426228438
u1 41 -3.0741034790943687
u1 42 -1.3542504375098341
u1 43 2.3339779027969207
u1 44 -1.9284331802170804
u1 45 -2.5590200347284986
u1 46 -0.28301547446472597
u1 47 2.5733007113217008
u1 48 0.76146195919606985
u1 49 0.42476669630561936
u1 50 -2.0232313772973267
u1 51 -1.9841078909213383
u1 52 -1.3258680842285067
u1 53 -0.26423430397857661
u1 54 2.0866828484079853
u1 55 1.4980169337544007
u1 56 -0.10634905707943698
u1 57 -0.4418178806749431
u1 58 -0.11689548686220785
u1 59 -0.23900080168319082
u1 60 -2.71893012032751
u1 61 0.29891457240126207
u1 62 -2.1711361343246809
u1 63 -0.26228097873474265
cx 0 1
u1 1 -0.71530855856481956
cx 0 1
cx 1 2
u1 2 2.420449287969042
cx 1 2
cx 2 3
u1 3 2.5847532641499793
cx 2 3
cx 3 4
u1 4 -1.5932186067327478
cx 3 4
cx 4 5
u1 5 -0.32207048792844617
cx 4 5
cx 5 6
u1 6 -2.8279357297894201
cx 5 6
cx 6 7
u1 7 -1.1363986832174167
cx 6 7
cx 7 8
u1 8 -0.6815801436825748
cx 7 8
cx 8 9
u1 9 2.2151708986743452
cx 8 9
cx 9 10
u1 10 2.8977730971105102
cx 9 10
cx 10 11
u1 11 1.0514529734080043
cx 10 11
cx 11 12
u1 12 -0.52410966118756708
cx 11 12
cx 12 13
u1 13 0.5698601119552309
cx 12 13
cx 13 14
u1 14 2.2972385079711124
cx 13 14
cx 14 15
u1 15 2.6554382829170926
cx 14 15
cx 15 16
u1 16 2.8960390221688677
cx 15 16
cx 16 17
u1 17 2.7735873770002435
cx 16 17
